Date,Open,High,Low,Close,Adj Close,Volume
2020-09-11,97.400002,98.879997,97.290001,97.970001,96.819496,649200
2020-09-14,99.160004,99.449997,97.870003,99.139999,97.975754,590500
2020-09-15,99.739998,101.169998,99.129997,100.919998,100.057816,684400
2020-09-16,101.489998,105.160004,101.169998,103.830002,102.942955,885300
2020-09-17,102.480003,105.430000,101.879997,103.980003,103.091675,1244000
2020-09-18,104.050003,105.669998,102.809998,103.250000,102.367912,1464900
2020-09-21,101.419998,101.480003,95.720001,97.769997,96.934723,984900
2020-09-22,97.660004,98.889999,96.300003,98.220001,97.380882,845800
2020-09-23,98.989998,99.199997,95.070000,95.370003,94.555237,781700
2020-09-24,95.000000,96.620003,94.010002,95.629997,94.813011,716100
2020-09-25,95.279999,98.070000,94.629997,97.239998,96.409256,637300
2020-09-28,98.940002,100.720001,98.459999,99.209999,98.362427,614500
2020-09-29,99.019997,100.489998,98.580002,99.169998,98.322762,482400
2020-09-30,99.940002,101.720001,97.900002,98.910004,98.064995,1442800
2020-10-01,99.940002,101.680000,98.169998,98.500000,97.658485,872400
2020-10-02,96.529999,99.690002,96.320000,98.820000,97.975761,1666000
2020-10-05,99.889999,101.220001,99.540001,100.800003,99.938843,970900
2020-10-06,101.010002,102.760002,100.440002,100.860001,99.998329,669600
2020-10-07,101.720001,102.400002,100.720001,101.559998,100.692345,684100
2020-10-08,102.699997,103.769997,102.050003,103.690002,102.804146,517500
2020-10-09,104.669998,105.379997,103.910004,103.989998,103.101585,484700
2020-10-12,104.680000,108.089996,104.680000,107.760002,106.839386,570200
2020-10-13,106.720001,107.190002,104.790001,105.040001,104.142624,700300
2020-10-14,105.000000,106.029999,103.919998,104.480003,103.587402,473100
2020-10-15,102.949997,104.839996,102.940002,104.820000,103.924500,357200
2020-10-16,105.230003,106.269997,104.930000,104.989998,104.093048,386500
2020-10-19,105.150002,105.839996,103.750000,103.930000,103.042099,569500
2020-10-20,105.080002,107.610001,104.690002,105.300003,104.400398,576800
2020-10-21,105.160004,107.110001,103.160004,103.900002,103.012352,1155400
2020-10-22,105.000000,105.500000,99.830002,101.970001,101.098846,1536900
2020-10-23,103.150002,104.010002,101.739998,102.879997,102.001068,764500
2020-10-26,101.610001,102.129997,99.900002,100.839996,99.978500,715400
2020-10-27,100.839996,100.970001,99.000000,99.260002,98.412003,683600
2020-10-28,96.980003,98.970001,96.080002,96.360001,95.536774,994100
2020-10-29,95.779999,98.870003,95.669998,98.110001,97.271828,776500
2020-10-30,97.110001,98.570000,95.800003,98.500000,97.658485,912200
2020-11-02,99.889999,101.790001,99.599998,101.510002,100.642776,901900
2020-11-03,102.809998,104.660004,102.190002,104.080002,103.190826,726100
2020-11-04,104.269997,104.910004,101.239998,101.550003,100.682434,814000
2020-11-05,102.860001,104.720001,102.860001,104.129997,103.240395,741000
2020-11-06,104.000000,104.750000,102.470001,102.830002,101.951500,749700
2020-11-09,106.250000,114.739998,105.449997,111.870003,110.914268,1144200
2020-11-10,112.580002,116.570000,111.330002,115.150002,114.166252,971000
2020-11-11,118.339996,118.339996,111.389999,112.360001,111.400078,980600
2020-11-12,111.620003,111.620003,108.349998,110.150002,109.208969,906000
2020-11-13,111.000000,114.930000,111.000000,114.000000,113.026070,611600
2020-11-16,116.449997,118.379997,115.570000,118.260002,117.249680,548700
2020-11-17,116.879997,117.129997,114.360001,115.459999,114.473602,813300
2020-11-18,115.879997,116.419998,114.510002,114.559998,113.581284,691900
2020-11-19,113.900002,114.660004,111.870003,114.129997,113.154961,584100
2020-11-20,113.949997,114.669998,111.949997,113.000000,112.034615,490100
2020-11-23,113.820000,114.769997,112.699997,114.160004,113.184708,780100
2020-11-24,115.930000,117.709999,114.849998,116.790001,115.792244,668500
2020-11-25,116.699997,116.699997,113.760002,115.209999,114.225739,547300
2020-11-27,115.610001,116.989998,114.110001,114.279999,113.303673,326500
2020-11-30,113.800003,114.150002,112.599998,114.040001,113.065727,956800
2020-12-01,115.889999,116.550003,114.750000,115.000000,114.017532,734500
2020-12-02,114.379997,115.970001,112.540001,113.540001,112.570000,553900
2020-12-03,113.980003,115.349998,113.500000,113.769997,112.798035,575600
2020-12-04,114.290001,116.029999,113.870003,114.540001,113.561455,840300
2020-12-07,114.720001,114.720001,111.839996,112.209999,111.251358,654200
2020-12-08,111.559998,113.570000,110.070000,113.120003,112.153595,693300
2020-12-09,113.870003,115.349998,111.139999,111.360001,110.408623,1154200
2020-12-10,110.519997,112.519997,108.970001,110.650002,109.704689,674700
2020-12-11,109.760002,110.489998,108.860001,109.580002,108.643837,518700
2020-12-14,110.160004,110.940002,108.820000,109.690002,108.752899,822500
2020-12-15,109.989998,112.589996,109.620003,111.699997,111.069740,562500
2020-12-16,111.730003,112.169998,110.750000,111.199997,110.572563,674700
2020-12-17,112.050003,112.889999,111.080002,112.820000,112.183418,1232900
2020-12-18,113.620003,114.370003,112.589996,113.750000,113.108177,1351200
2020-12-21,111.750000,113.620003,110.830002,112.790001,112.153587,595000
2020-12-22,112.599998,113.959999,112.089996,112.389999,111.755844,479900
2020-12-23,112.779999,113.440002,111.699997,112.760002,112.123764,564900
2020-12-24,113.040001,113.220001,112.160004,113.029999,112.392242,138800
2020-12-28,113.489998,115.449997,113.489998,114.519997,113.873825,428500
2020-12-29,115.190002,115.190002,112.690002,113.540001,112.899361,324000
2020-12-30,113.470001,115.250000,113.430000,114.940002,114.291466,390300
2020-12-31,115.209999,116.650002,114.040001,116.379997,115.723328,375900
