Sleep_Current,Motor_Peak_Current,Failure_Mode
0.0000316,0.436826859,LOCK POSITION CONFIRMATION Error
0.0000286,0.501852486,LOCK POSITION CONFIRMATION Error
0.0000291,0.546846652,LOCK POSITION CONFIRMATION Error
0.0000266,0.47332412,LOCK POSITION CONFIRMATION Error
0.000029,0.534449278,LOCK POSITION CONFIRMATION Error
0.0000306,0.539548378,LOCK POSITION CONFIRMATION Error
0.0000287,0.539729571,LOCK POSITION CONFIRMATION Error
0.0000287,0.538752011,LOCK POSITION CONFIRMATION Error
0.0000273,0.539920549,LOCK POSITION CONFIRMATION Error
0.000037,0.530794575,LOCK POSITION CONFIRMATION Error
0.0000294,0.53434937,LOCK POSITION CONFIRMATION Error
0.0000296,0.450164037,LOCK POSITION CONFIRMATION Error
0.0000251,0.494654376,LOCK POSITION CONFIRMATION Error
0.000029,0.547834798,LOCK POSITION CONFIRMATION Error
0.0000313,0.490535932,LOCK POSITION CONFIRMATION Error
0.0000274,0.466328676,LOCK POSITION CONFIRMATION Error
0.0000297,0.552029584,LOCK POSITION CONFIRMATION Error
0.0000278,0.465346922,LOCK POSITION CONFIRMATION Error
0.0000315,0.472441328,LOCK POSITION CONFIRMATION Error
0.000028,0.60971786,LOCK POSITION CONFIRMATION Error
0.000028,0.546753984,LOCK POSITION CONFIRMATION Error
0.0000281,0.368344902,LOCK POSITION CONFIRMATION Error
0.000026,0.464395726,LOCK POSITION CONFIRMATION Error
0.000028,0.584791381,LOCK POSITION CONFIRMATION Error
0.000033,0.552981331,LOCK POSITION CONFIRMATION Error
0.0000346,0.474376174,LOCK POSITION CONFIRMATION Error
0.0000261,0.461175407,LOCK POSITION CONFIRMATION Error
0.0000325,0.454932043,LOCK POSITION CONFIRMATION Error
0.000026,0.515593691,LOCK POSITION CONFIRMATION Error
0.0000315,0.450802918,LOCK POSITION CONFIRMATION Error
0.0000254,0.465159689,LOCK POSITION CONFIRMATION Error
0.0000296,0.425227649,LOCK POSITION CONFIRMATION Error
0.0000273,0.288443958,LOCK POSITION CONFIRMATION Error
0.0000301,0.582045224,LOCK POSITION CONFIRMATION Error
0.0000266,0.487306631,LOCK POSITION CONFIRMATION Error
8.27011E-05,0.460137134,SLEEP CURRENT Error
0.000100626,0.463466,SLEEP CURRENT Error
8.64957E-05,0.458355027,SLEEP CURRENT Error
0.000112908,0.495298309,SLEEP CURRENT Error
6.09321E-05,0.446373871,SLEEP CURRENT Error
9.15884E-05,0.462420987,SLEEP CURRENT Error
0.000112209,0.460478298,SLEEP CURRENT Error
8.34999E-05,0.461462849,SLEEP CURRENT Error
0.000134278,0.475386885,SLEEP CURRENT Error
0.000144912,0.459415275,SLEEP CURRENT Error
0.000144513,0.429055025,SLEEP CURRENT Error
0.000143315,0.442389741,SLEEP CURRENT Error
8.85927E-05,0.508146937,SLEEP CURRENT Error
9.55827E-05,0.486462128,SLEEP CURRENT Error
8.18523E-05,0.482672072,SLEEP CURRENT Error
8.92417E-05,0.471540308,SLEEP CURRENT Error
6.63743E-05,0.445195799,SLEEP CURRENT Error
7.13173E-05,0.475867701,SLEEP CURRENT Error
9.1888E-05,0.478800929,SLEEP CURRENT Error
0.000136974,0.459720477,SLEEP CURRENT Error
8.78437E-05,0.498448477,SLEEP CURRENT Error
0.0000861,0.457238061,SLEEP CURRENT Error
0.000140369,0.470010785,SLEEP CURRENT Error
0.0000775,0.457536934,SLEEP CURRENT Error
0.0000944,0.473833895,SLEEP CURRENT Error
0.0000634,0.456279975,SLEEP CURRENT Error
0.0000673,0.452573102,SLEEP CURRENT Error
0.000411483,0.449132307,SLEEP CURRENT Error
