SEGMENT1,DESCRIPTION,INVENTORY_ITEM_STATUS_CODE,MODEL,CATALOG,FUNCION,PACKAGING,OUTSIDEDESIGNDSG,OUTSIDEFINISHFIN,INSIDEDESIGNDSG,INSIDEFINISHFIN,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ESCUTCHEONOUTSIDEDESIGNDSG,ROSEOUTSIDEFINISHFIN,ROSEINSIDEDESIGNDSG,ESCUTCHEONINSIDEDESIGNDSG,ROSEINSIDEFINISHFIN,HANDING,LATCH,LATCHFINISHFIN,STRIKE,STRIKEFINISHFIN,DOORTHICKNESS,PLANNER_CODE
043156351749,LOCK.F40.LAT.626.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,,,,,,,,,,16-200,,10-001,,134,F40BL
043156422524,LOCK.F40.LAT.626.16-200.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,,,,,,,,,,16-200,,10-027,,134,F40BL
043156487745,LOCK.F40.LAT.626.16-210.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,,,,,,,,,,16-210,,10-025,,134,F40BLT
043156386604,LOCK.F40.LAT.626.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
043156550753,LOCK.F40.LAT.626.16-210.LLL.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,,,,,,,,,,16-210,,LLL,,134,F40BLT
S00022046529,LOCK.F40.ORB.626.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ORB,626,,,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
043156529476,LOCK.F40.ORB.626.605.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ORB,626,,605,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BKSD
043156496761,LOCK.F40.ORB.626.619.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ORB,626,,619,,,,,,,,,,16-080,,10-027,,134,F40BKSP
043156481019,LOCK.F40.ORB.626.ELA.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ORB,626,ELA,,,,,,,,,,,16-080,,10-027,,134,F40BLP
S00030351783,LOCK.F40.PLY.605.16-080.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,,,,,,,,,,,16-080,,10-026,,134,F40BKSP
S00020326944,LOCK.F40.PLY.605.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,,,,,,,,,,,16-200,,10-001,,134,F40BKSP
S00021636035,LOCK.F40.PLY.605.16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,,,,,,,,,,,16-210,,10-026,,134,F40BKSTP
S00021730757,LOCK.F40.PLY.605.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
S00029998920,LOCK.F40.PLY.605.613.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,613,,,,,,,,,,16-080,,10-027,,134,F40BKSP
043156556281,LOCK.F40.PLY.605.619.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,619,,,,,,,,,,16-200,,10-026,,134,F40BKSP
S00030318922,LOCK.F40.PLY.605.619.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,619,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
043156457014,LOCK.F40.PLY.605.619.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,619,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BKSD
043156424542,LOCK.F40.PLY.605.622.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,622,,,,,,,,,,16-080,,10-027,,134,F40BKSP
S00021977145,LOCK.F40.PLY.605.625.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,625,,,,,,,,,,16-200,,10-001,,134,F40BKSP
S00022026781,LOCK.F40.PLY.605.625.16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,625,,,,,,,,,,16-210,,10-026,,134,F40BKSTP
S00021971662,LOCK.F40.PLY.605.625.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,625,,,,,,,,,,16-210,,10-027,,134,F40BKSTP
043156633050,LOCK.F40.PLY.605.625.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,625,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BKSD
043156516483,LOCK.F40.PLY.605.625.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,625,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BKSD
S00030003705,LOCK.F40.PLY.605.626.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,626,,,,,,,,,,16-080,,10-027,,134,F40BKSP
S00030506923,LOCK.F40.PLY.605.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,716,,,,,,,,,,16-080,,10-027,,134,F40BKSP
043156504374,LOCK.F40.PLY.605.716.16-080.10-058.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,716,,,,,,,,,,16-080,,10-058,,134,F40BKSP
043156478903,LOCK.F40.PLY.605.ACC.619.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,ACC,619,,,,,,,,,RH,16-080,,10-027,,134,F40BLP
043156554294,LOCK.F40.PLY.605.ACC.625.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,ACC,625,,,,,,,,,RH,16-080,,10-027,,134,F40BLP
043156552221,LOCK.F40.PLY.605.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,PLY,605,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BKSD
043156481538,LOCK.F40.STA.609.625.CAM..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,609,,625,CAM.,CAM.,CAM.,,,,,,LH,16-080,,10-027,,134,F40BLD
S00029987511,LOCK.F40.STA.609.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,609,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
043156460861,LOCK.F40.STA.609.BRK..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,609,,,BRK.,BRK.,BRK.,,,,,,,16-080,,10-027,,134,F40BLD
043156531547,LOCK.F40.STA.609.WKF..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,609,,,WKF.,WKF.,WKF.,,,,,,,16-080,,10-027,,134,F40BLD
043156472574,LOCK.F40.STA.613.16-080.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,,,,,,,,,,,16-080,,10-063,,134,F40BL
043156632985,LOCK.F40.STA.613.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,,,,,,,,,,,16-200,,10-026,,134,F40BL
043156353286,LOCK.F40.STA.613.619.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,619,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156508150,LOCK.F40.STA.613.625.CAM..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,625,CAM.,CAM.,CAM.,,,,,,LH,16-080,,10-027,,134,F40BLD
043156508167,LOCK.F40.STA.613.625.CAM..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,625,CAM.,CAM.,CAM.,,,,,,RH,16-080,,10-027,,134,F40BLD
S00029993383,LOCK.F40.STA.613.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,613,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
043156505654,LOCK.F40.STA.619.16-080.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,,,,,,,,,,16-080,,10-001,,134,F40BL
043156533107,LOCK.F40.STA.619.16-080.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,,,,,,,,,,16-080,,10-026,,134,F40BL
043156498215,LOCK.F40.STA.619.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,,,,,,,,,,16-200,,10-026,,134,F40BL
043156356423,LOCK.F40.STA.619.625.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,625,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156501021,LOCK.F40.STA.619.625.LH.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,625,,,,,,,,,LH,16-210,,10-063,,134,F40BLT
043156501038,LOCK.F40.STA.619.625.RH.16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,625,,,,,,,,,RH,16-210,,10-063,,134,F40BLT
043156659661,LOCK.F40.STA.619.626.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,626,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156343454,LOCK.F40.STA.619.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BLD
043156493876,LOCK.F40.STA.619.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BLDT
043156724970,LOCK.F40.STA.619.ADD..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,ADD.,ADD.,ADD.,,,,,,RH,16-080,,10-027,,134,F40BLD
S00029734801,LOCK.F40.STA.619.AND..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,AND.,AND.,AND.,,,,,,,16-210,,10-027,,134,F40BLT
S00029995127,LOCK.F40.STA.619.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BLT
S00030124332,LOCK.F40.STA.619.AND..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,AND.,AND.,AND.,,,,,,RH,16-080,,10-027,,134,F40BL
043156367139,LOCK.F40.STA.619.BRK..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,STA,619,,,BRK.,BRK.,BRK.,,,,,,,16-080,,10-027,,134,F40BLD
043156079117,LOCK.F10.MNH.626.RH.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,MNH,626,,,,,,,,,,,RH,16-080,,10-027,,134,F10BL
043156079124,LOCK.F40.MNH.626.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F40,,MNH,626,,,,,,,,,,,,16-080,,10-027,,134,F40BL
043156079131,LOCK.F40.MNH.626.RH.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F40,,MNH,626,,,,,,,,,,,RH,16-080,,10-027,,134,F40BL
043156079148,LOCK.F10.MNH.626.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,MNH,626,,,,,,,,,,,,16-080,,10-027,,134,F10BL
FKL-SLLK*7377722,LOCK.F51A.AND.626.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,626,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
043156079100,LOCK.F51A.CHP.716.CAM..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CHP,716,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
FKL-SLLK*7384155,LOCK.F51A.AND.613.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,613,,,,,,,,,,,,16-086,,10-027,,134,F51BKRU
FKL-SLLK*7388455,LOCK.F51A.FLA.619.WKF..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,619,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BLDU
FKL-SLLK*7388459,LOCK.F51A.C.PLY.505.605.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,C,PLY,505,,605,,,,,,,,,,,,,,134,F51BKRU
043156092956,LOCK.F40.LAT.626.GSN..16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,LAT,626,,,GSN.,GSN.,GSN.,,,,,,,16-200,,10-001,,134,F40BLD
043156092963,LOCK.F10.NBK.619.ADD..16-200.10-063.134,ACTIVE,FKL-SLLK,LOCK,F10,,NBK,619,,,ADD.,ADD.,ADD.,,,,,,,16-200,,10-063,,134,F10BLD
043156092970,LOCK.F40.NBK.619.ADD..16-200.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,NBK,619,,,ADD.,ADD.,ADD.,,,,,,,16-200,,10-063,,134,F40BLD
043156093977,LOCK.F51A.GEO.619.16-086.10-027.134.KA3.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKSD
FKL-SLLK*7475720,LOCK.F51A.PLY.619.ACC.RH.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,ACC,,,,,,,,,,RH,16-086,,10-027,,134,F51BKSD
043156110575,LOCK.F51A.FLA.626.16-211.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,626,,,,,,,,,,,,16-211,,10-027,,134,F51BLT
FKL-SLLK*7544960,LOCK.F51A.ELA.505.16-211.10-063.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELA,505,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
194555075924,LOCK.F10.CF.LAT.626.625.CEN..16-203.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,LAT,626,,625,CEN.,CEN.,CEN.,,,,,,,16-203,,10-026,,134,F10BLDU
194555075931,LOCK.F51A.ACC.619.16-126.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,619,,,,,,,,,,,,16-126,,10-001,,134,F51BL
194555075870,LOCK.F51A.SIE.716.622.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,716,,622,,,,,,,,,,16-086,,10-027,,134,F51BKR
194555076198,LOCK.F51A.BWE.622.ADD..16-086.10-027.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,622,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
194555076228,LOCK.F51A.BWE.622.GSN..16-086.10-027.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,622,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BKRD
194555076235,LOCK.F51A.SIE.622.ADD..16-086.10-027.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,622,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8584864,LOCK.F51A.SIE.716.622.ADD..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,716,,622,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
194555077959,LOCK.F51A.CF.BIR.716.ADD..16-203.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BIR,716,,,ADD.,ADD.,ADD.,,,,,,,16-203,,10-001,,134,F51BLDU
194555077003,LOCK.F51A.ACC.716.BRK..16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,BRK.,BRK.,BRK.,,,,,,,16-207,,10-026,,134,F51BLD
194555077010,LOCK.F51A.BIR.716.WKF..16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BIR,716,,,WKF.,WKF.,WKF.,,,,,,,16-207,,10-026,,134,F51BLD
194555077027,LOCK.F51A.BWE.716.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,,,,,,,,,,,16-207,,10-026,,134,F51BKR
194555077034,LOCK.F51A.CHP.619.16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CHP,619,,,,,,,,,,,,16-207,,10-026,,134,F51BL
043156451258,LOCK.F51A.BWE.716.GSN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BKRD
194555086920,LOCK.F10.BRW.625.16-210.10-025.134,ACTIVE,FKL-SLLK,LOCK,F10,,BRW,625,,,,,,,,,,,,16-210,,10-025,,134,F10BLT
194555086937,LOCK.F40.BRW.625.16-210.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,BRW,625,,,,,,,,,,,,16-210,,10-025,,134,F40BLT
FKL-SLLK*8639177,LOCK.F51A.BRW.625.16-211.10-025.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,625,,,,,,,,,,,,16-211,,10-025,,134,F51BLT
FKL-SLLK*8662438,LOCK.F51A.BWE.619.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8662440,LOCK.F51A.PLY.619.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8618487,LOCK.F51A.AND.505.605.CAM..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,505,,605,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BKRD
194555081932,LOCK.F51A.PLY.716.16-211.10-063.134.KA2.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,,,,,,,,,,,16-211,,10-063,,134,F51BKRT
FKL-SLLK*8716834,LOCK.F51A.LAT.716.16-211.10-063.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
FKL-SLLK*8716830,LOCK.F51A.ACC.716.16-211.10-063.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
FKL-SLLK*8716832,LOCK.F51A.LAT.619.16-211.10-063.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,619,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
194555098251,LOCK.F80.LAT.626.16-086.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,626,,,,,,,,,,,,16-086,,10-001,,134,F51BL
194555104235,LOCK.F51A.MNH.505.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,505,,,,,,,,,,,,16-086,,10-027,,134,F51BL
043156988877,LOCK.F170.V.ACC.609.RH.134,ACTIVE,FKL-SLLK,LOCK,F170,V,ACC,609,,,,,,,,,,,RH,,,,,134,F170VL
043156724048,LOCK.F170.V.BWE.619.134,ACTIVE,FKL-SLLK,LOCK,F170,V,BWE,619,,,,,,,,,,,,,,,,134,F170VKR
043156988860,LOCK.F170.V.ACC.609.LH.134,ACTIVE,FKL-SLLK,LOCK,F170,V,ACC,609,,,,,,,,,,,LH,,,,,134,F170VL
043156659876,LOCK.F51.V.BWE.716.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51,V,BWE,716,,,,,,,,,,,,16-086,,10-027,,134,F51VKR
043156555505,LOCK.F51.V.BWE.619.16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51,V,BWE,619,,,,,,,,,,,,16-086,,10-027,,134,F51VKR
043156659913,LOCK.F10.V.ACC.609.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,V,ACC,609,,,,,,,,,,,,16-080,,10-027,,134,F10VL
043156724055,LOCK.F170.V.BWE.716.134,ACTIVE,FKL-SLLK,LOCK,F170,V,BWE,716,,,,,,,,,,,,,,,,134,F170VKR
S00028882497,LOCK.F40.ACC.613.16-200.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,,,,,,,,,,,16-200,,10-025,,134,F40BL
S00028893516,LOCK.F40.ACC.613.16-210.10-025.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,,,,,,,,,,,16-210,,10-025,,134,F40BLT
S00028355809,LOCK.F40.ACC.613.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
S00030660557,LOCK.F40.ACC.613.605.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,605,,,,,,,,,LH,16-080,,10-027,,134,F40BL
043156345342,LOCK.F40.ACC.613.619.CAM..LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,619,CAM.,CAM.,CAM.,,,,,,LH,16-080,,10-027,,134,F40BLD
043156345359,LOCK.F40.ACC.613.619.CAM..RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,613,,619,CAM.,CAM.,CAM.,,,,,,RH,16-080,,10-027,,134,F40BLD
043156479047,LOCK.F40.AND.620.716.WKF..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,620,,716,WKF.,WKF.,WKF.,,,,,,,16-080,,10-027,,134,F40BKRD
043156036721,LOCK.F40.AND.620.ADD..16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,620,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-026,,134,F40BKRDT
S00030011878,LOCK.F40.AND.620.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,620,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BKRTP
043156473571,LOCK.F40.AND.620.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,620,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BKRD
043156497171,LOCK.F40.AND.625.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,,,,,,,,,,,16-210,,10-027,,134,F40BKRTP
043156037186,LOCK.F40.AND.625.605.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,605,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156538652,LOCK.F40.AND.625.609.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,609,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156387908,LOCK.F40.AND.625.613.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,613,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156540488,LOCK.F40.AND.625.619.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,619,,,,,,,,,,16-080,,10-027,,134,F40BKRP
043156648344,LOCK.F40.AND.625.619.ADD..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,619,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BKRD
S00030671508,LOCK.F40.AND.625.619.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,619,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BKRP
043156562350,LOCK.F40.AND.625.716.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,716,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BKRDT
S00030038998,LOCK.F40.AND.625.716.AND..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,716,AND.,AND.,AND.,,,,,,,16-080,,10-027,,134,F40BKRP
043156364237,LOCK.F40.AND.625.ADD..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,,ADD.,ADD.,ADD.,,,,,,,16-210,,10-063,,134,F40BKRDT
S00029994533,LOCK.F40.AND.625.AND..16-210.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,,AND.,AND.,AND.,,,,,,,16-210,,10-063,,134,F40BKRTP
043156398430,LOCK.F40.AND.625.CAM..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,AND,625,,,CAM.,CAM.,CAM.,,,,,,,16-080,,10-027,,134,F40BKRD
043156048694,LOCK.F40.FLA.626.RH.16-210.LLL.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,RH,16-210,,LLL,,134,F40BLT
043156380398,LOCK.F40.FLA.626.WKF..16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,WKF.,WKF.,WKF.,,,,,,,16-210,,10-027,,134,F40BLDT
043156516414,LOCK.F40.BP.FLA.716.16-080.10-027.134.BPS,ACTIVE,FKL-SLLK,LOCK,F40,BP,FLA,716,,,,,,,,,,,,16-080,,10-027,,134,F40BL
043156399420,LOCK.F40.BP.FLA.716.16-080.10-058.134.BPS,ACTIVE,FKL-SLLK,LOCK,F40,BP,FLA,716,,,,,,,,,,,,16-080,,10-058,,134,F40BL
043156460298,LOCK.F40.FLA.716.16-080.10-058.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-080,,10-058,,134,F40BL
S00030342361,LOCK.F40.FLA.716.16-080.10-063.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-080,,10-063,,134,F40BL
S00029757213,LOCK.F40.FLA.716.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-200,,10-001,,134,F40BL
S00029101191,LOCK.F40.FLA.716.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-200,,10-026,,134,F40BL
S00029331604,LOCK.F40.FLA.716.16-210.10-026.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-210,,10-026,,134,F40BLT
S00029348190,LOCK.F40.FLA.716.16-210.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,,,,,,,,,,,16-210,,10-027,,134,F40BLT
S00030533011,LOCK.F40.FLA.716.605.LH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,605,,,,,,,,,LH,16-080,,10-027,,134,F40BL
S00030533004,LOCK.F40.FLA.716.605.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,716,,605,,,,,,,,,RH,16-080,,10-027,,134,F40BL
