Sleep_Current,Motor_Peak_Current,
2.37E-05,0.443589034,OK
2.72E-05,0.452210066,OK
3.12E-05,0.452664119,OK
2.63E-05,0.437469046,OK
2.54E-05,0.461527607,UNLOCK POSITION CONFIRMATION Error; (1)
2.59E-05,0.473833896,OK
2.60E-05,0.479121129,OK
2.72E-05,0.450146204,OK
2.43E-05,0.462101389,OK
2.45E-05,0.457059165,OK
2.67E-05,0.455049974,OK
2.33E-05,0.481433382,OK
2.70E-05,0.443246724,OK
2.40E-05,0.467149558,OK
2.98E-05,0.489464957,OK
2.30E-05,0.449765445,OK
2.72E-05,0.462058251,OK
2.88E-05,0.467275728,OK
2.37E-05,0.446190042,OK
2.40E-05,0.425400025,OK
2.47E-05,0.445375643,OK
2.92E-05,0.536486182,OK
2.68E-05,0.429119929,OK
2.70E-05,0.483339122,OK
2.34E-05,0.4509206,OK
2.52E-05,0.449742378,OK
2.68E-05,0.462970105,OK
2.66E-05,0.487007502,OK
2.60E-05,0.446281608,OK
2.48E-05,0.42846551,OK
2.24E-05,0.459472979,OK
2.81E-05,0.439383273,OK
2.68E-05,0.452704262,OK
2.75E-05,0.456841774,OK
2.75E-05,0.458341451,OK
2.38E-05,0.435777853,OK
2.68E-05,0.451618908,OK
2.91E-05,0.468085923,OK
2.61E-05,0.478923254,OK
2.82E-05,0.473523588,OK
2.48E-05,0.449013116,OK
2.56E-05,0.455949693,OK
2.53E-05,0.47770998,OK
2.66E-05,0.520441247,OK
2.59E-05,0.434694649,OK
2.79E-05,0.473082814,OK
2.58E-05,0.464961571,OK
2.74E-05,0.475675774,OK
2.42E-05,0.448834518,OK
2.33E-05,0.446657719,OK
2.39E-05,0.475100593,OK
2.43E-05,0.462475358,OK
2.98E-05,0.526033048,OK
2.69E-05,0.466951238,OK
2.43E-05,0.468817239,OK
2.41E-05,0.47325697,OK
2.57E-05,0.46946726,OK
2.60E-05,0.456632923,OK
2.77E-05,0.484088804,OK
2.46E-05,0.432372103,OK
2.82E-05,0.453931928,OK
2.74E-05,0.430466064,OK
2.57E-05,0.446716489,OK
2.89E-05,0.485403685,OK
2.73E-05,0.445701079,OK
2.70E-05,0.452954616,OK
2.44E-05,0.460944888,OK
2.49E-05,0.466263069,OK
2.49E-05,2.82E-05,WAIT LOCK/UNLOCK Error; (2.822867599729e-05)
2.76E-05,0.457627906,OK
2.25E-05,0.455620817,OK
2.48E-05,0.454191296,OK
2.56E-05,0.455398995,OK
2.37E-05,0.44927679,OK
2.67E-05,0.441478449,OK
2.77E-05,0.439088695,OK
2.53E-05,0.434258015,OK
2.51E-05,0.492103053,OK
2.85E-05,0.470602642,OK
2.67E-05,0.463289598,OK
2.86E-05,0.47845477,OK
2.77E-05,0.437386016,OK
2.78E-05,0.462957122,OK
2.70E-05,0.451676674,OK
2.45E-05,0.503043843,Retry:PMC_DIN_WAIT_FOR_STATUS
2.67E-05,0.449266056,OK
2.72E-05,0.462396022,OK
2.83E-05,0.443597424,OK
2.76E-05,0.457375018,OK
2.38E-05,0.472935624,OK
2.80E-05,0.513275438,OK
2.86E-05,0.438044198,OK
2.56E-05,0.474540444,OK
2.40E-05,0.470754128,OK
2.29E-05,0.473702782,OK
2.42E-05,0.462226062,OK
2.72E-05,0.552059148,OK
2.59E-05,0.45760384,OK
2.69E-05,0.43825358,OK
2.56E-05,0.447575867,OK
2.68E-05,0.444668048,OK
2.77E-05,0.422598766,OK
2.69E-05,0.456145464,OK
2.66E-05,0.437654107,OK
2.50E-05,0.456984325,OK
2.78E-05,0.48386912,OK
2.35E-05,0.455394985,OK
2.58E-05,0.472841208,OK
2.48E-05,0.46811024,OK
2.37E-05,0.487398097,OK
2.63E-05,0.467276627,OK
2.86E-05,0.457694463,OK
2.78E-05,0.449863306,OK
2.78E-05,0.464345298,OK
2.57E-05,0.426587337,OK
2.78E-05,0.465085543,OK
2.35E-05,0.439420171,OK
3.00E-05,0.47047038,OK
2.56E-05,0.46459579,OK
2.40E-05,0.4520447,OK
3.09E-05,0.478795538,OK
2.59E-05,0.472138257,OK
2.65E-05,0.456756545,OK
2.41E-05,0.451467222,OK
2.39E-05,0.476243816,OK
2.36E-05,0.459311809,OK
2.36E-05,0.459311809,UNLOCK POSITION CONFIRMATION Error; (1)
2.56E-05,0.447704429,OK
2.50E-05,0.485211408,OK
2.72E-05,0.470889933,OK
2.61E-05,0.454209771,OK
2.47E-05,0.441795787,OK
2.47E-05,0.450110454,OK
2.65E-05,0.441402199,OK
2.46E-05,0.477122466,OK
2.24E-05,0.437014793,OK
2.24E-05,0.437014793,UNLOCK POSITION CONFIRMATION Error; (1)
2.58E-05,0.456553985,OK
2.47E-05,0.436915942,OK
2.41E-05,0.458229449,OK
2.56E-05,0.471802835,OK
2.43E-05,0.469714007,OK
2.77E-05,0.441975183,OK
2.47E-05,0.464995773,OK
2.75E-05,0.455859072,OK
2.47E-05,0.45004575,OK
2.78E-05,0.428952435,OK
2.76E-05,0.475679469,OK
2.44E-05,0.428086725,OK
3.05E-05,0.46871598,OK
2.57E-05,0.431598752,OK
2.67E-05,0.450230594,OK
2.66E-05,0.448921945,OK
2.77E-05,0.454760738,OK
2.71E-05,0.427091967,OK
2.64E-05,0.470302469,OK
2.35E-05,0.450490363,OK
2.54E-05,0.466062053,OK
2.49E-05,0.473623245,OK
2.48E-05,0.442318893,OK
2.88E-05,0.422605105,OK
3.11E-05,0.438544715,OK
2.66E-05,0.469209674,OK
2.58E-05,0.44988108,OK
2.76E-05,0.459811148,OK
2.31E-05,0.477835701,OK
2.28E-05,0.462532278,OK
2.62E-05,0.450504195,OK
2.23E-05,0.43136284,OK
2.87E-05,0.450844663,OK
2.73E-05,0.444192536,OK
2.59E-05,0.484187315,OK
2.56E-05,0.434084164,OK
2.53E-05,0.462797948,OK
3.18E-05,0.459033307,OK
2.53E-05,0.439111361,OK
2.24E-05,0.448438584,OK
2.76E-05,0.461242911,OK
3.32E-05,0.470293882,OK
2.60E-05,0.462127102,OK
2.58E-05,0.450731372,OK
2.49E-05,0.469857506,OK
2.41E-05,0.506530132,OK
2.67E-05,0.424086395,OK
2.46E-05,0.47715552,OK
2.76E-05,0.45676713,OK
2.88E-05,0.456679355,OK
2.55E-05,0.451787518,OK
2.51E-05,0.47281395,OK
2.82E-05,0.466569835,OK
2.90E-05,0.441153353,OK
2.76E-05,0.436866754,OK
2.59E-05,0.438160162,OK
2.72E-05,0.433316716,OK
2.67E-05,0.464977151,OK
2.55E-05,0.450220696,OK
3.08E-05,0.473385432,OK
2.83E-05,0.461985954,OK
2.45E-05,0.459682382,OK
2.78E-05,0.484465219,OK
2.60E-05,0.458501166,OK
2.46E-05,0.446769858,OK
2.51E-05,0.486554697,OK
2.46E-05,0.462653405,OK
2.51E-05,0.458790451,OK
2.60E-05,0.456073119,OK
2.72E-05,0.48154303,OK
2.62E-05,0.451586403,OK
2.68E-05,0.445234947,OK
2.56E-05,0.450547432,OK
2.63E-05,0.482531324,OK
2.40E-05,0.473521542,OK
2.55E-05,0.481720524,OK
2.74E-05,0.466704642,OK
2.37E-05,0.475124358,OK
2.64E-05,0.460997013,OK
2.80E-05,0.442057966,OK
2.34E-05,0.445262504,UNLOCK POSITION CONFIRMATION Error; (1)
2.77E-05,0.470462493,OK
2.29E-05,0.468707189,OK
2.57E-05,0.457162318,OK
2.53E-05,0.462267702,OK
2.44E-05,0.450155347,UNLOCK POSITION CONFIRMATION Error; (1)
2.91E-05,0.453424137,OK
3.01E-05,0.449174586,OK
3.00E-05,0.464342501,OK
2.63E-05,0.472354502,OK
2.61E-05,0.434996394,OK
2.43E-05,0.459534293,OK
2.51E-05,0.439850376,OK
2.70E-05,0.449574617,OK
2.60E-05,0.45698532,OK
2.29E-05,0.437266747,OK
2.48E-05,0.454657483,OK
2.49E-05,0.463784244,OK
2.37E-05,0.461203817,OK
2.44E-05,0.458612156,OK
2.96E-05,0.443835601,OK
2.43E-05,0.471308139,OK
2.39E-05,0.463616034,OK
2.39E-05,0.463616034,Previous Station completed error
2.22E-05,0.47846216,OK
2.74E-05,0.478454921,OK
2.91E-05,0.445888162,OK
3.03E-05,0.474164525,OK
2.69E-05,0.457129618,OK
2.90E-05,0.444081833,OK
3.11E-05,0.444121383,OK
2.47E-05,0.48118933,OK
2.49E-05,0.444359494,OK
2.70E-05,0.458679808,OK
2.44E-05,0.451366422,OK
2.30E-05,0.454151504,OK
2.71E-05,0.448535296,OK
2.67E-05,0.462773736,OK
2.51E-05,0.454915468,OK
2.48E-05,0.468441369,OK
2.74E-05,0.474660269,OK
2.42E-05,0.461625666,OK
2.93E-05,0.477522697,OK
3.02E-05,0.472568747,OK
2.89E-05,0.456555432,OK
2.67E-05,0.46665516,OK
2.43E-05,0.430298874,OK
2.69E-05,0.455796966,OK
2.58E-05,0.464926421,OK
2.58E-05,0.464926421,UNLOCK POSITION CONFIRMATION Error; (1)
2.55E-05,0.488228215,OK
2.78E-05,0.4639263,OK
2.38E-05,0.467793541,OK
2.57E-05,0.457297325,OK
2.41E-05,0.466390439,OK
2.39E-05,0.441709809,OK
2.40E-05,0.43302612,OK
2.62E-05,0.472858151,OK
2.66E-05,0.456970341,OK
2.50E-05,0.458414338,OK
3.73E-05,0.456624036,OK
2.71E-05,0.466874748,OK
2.97E-05,0.452038015,OK
2.93E-05,0.455347403,OK
2.89E-05,0.475843537,OK
2.69E-05,0.455748614,OK
2.56E-05,0.444747042,OK
2.57E-05,0.479531888,OK
2.41E-05,0.438270057,OK
2.81E-05,0.447649706,OK
2.45E-05,0.471556436,OK
2.28E-05,0.443966547,OK
2.72E-05,0.450232643,OK
2.55E-05,0.586300398,OK
2.47E-05,0.479526946,OK
2.83E-05,0.461812949,OK
2.59E-05,0.498790443,OK
2.82E-05,0.520965907,OK
2.99E-05,0.457719528,OK
2.57E-05,0.470014087,OK
2.87E-05,0.462968061,OK
2.80E-05,0.453531351,OK
2.90E-05,0.448005453,OK
2.77E-05,0.48096425,OK
2.68E-05,0.480892778,OK
2.56E-05,0.451279689,OK
2.73E-05,0.467880966,Retry:PMC_DIN_WAIT_FOR_STATUS
2.45E-05,0.480243478,OK
2.42E-05,0.522742482,OK
2.37E-05,0.450764476,OK
2.51E-05,0.453410258,OK
2.51E-05,0.453410258,UNLOCK POSITION CONFIRMATION Error; (1)
2.32E-05,0.479612426,OK
2.32E-05,0.479612426,UNLOCK POSITION CONFIRMATION Error; (1)
2.49E-05,0.498265887,OK
2.50E-05,0.474092279,OK
2.53E-05,0.451507615,OK
2.78E-05,0.486422884,OK
2.73E-05,0.493163509,OK
2.97E-05,0.485818995,OK
2.53E-05,0.470887138,UNLOCK POSITION CONFIRMATION Error; (1)
2.67E-05,0.470606138,OK
2.56E-05,0.484623345,OK
2.38E-05,0.49215124,OK
2.55E-05,0.46872575,OK
2.40E-05,0.474433297,OK
2.73E-05,0.485182949,OK
2.65E-05,0.439424332,OK
2.57E-05,0.476201045,OK
2.62E-05,0.4375729,OK
3.17E-05,0.478128837,OK
3.17E-05,0.478128837,UNLOCK POSITION CONFIRMATION Error; (1)
2.43E-05,0.471122308,OK
2.65E-05,0.450361996,OK
3.02E-05,0.493932558,OK
2.89E-05,0.452626977,OK
2.52E-05,0.486887627,OK
2.76E-05,0.471807229,OK
2.82E-05,0.450881661,OK
2.52E-05,0.47955321,OK
2.50E-05,0.512847997,OK
2.68E-05,0.447095744,OK
2.78E-05,0.509410537,OK
2.73E-05,0.474615783,OK
2.34E-05,0.491889059,OK
2.80E-05,0.482471407,OK
2.40E-05,0.457062263,OK
2.54E-05,0.466383951,OK
2.81E-05,0.476260244,OK
2.77E-05,0.448108852,OK
2.42E-05,0.463965637,OK
2.55E-05,0.50617364,OK
2.80E-05,0.472695964,OK
2.78E-05,0.453678091,OK
2.74E-05,0.456179721,OK
2.73E-05,0.471310986,OK
2.79E-05,0.469209525,OK
2.73E-05,0.480202484,OK
2.61E-05,0.470450314,OK
2.79E-05,0.450476784,OK
2.65E-05,0.451235253,OK
2.60E-05,0.46642744,OK
2.61E-05,0.469910977,OK
3.12E-05,0.458168188,OK
2.61E-05,0.502914825,OK
2.65E-05,0.476659574,OK
2.92E-05,0.514778903,OK
2.81E-05,0.488199658,OK
3.06E-05,0.456354568,OK
2.49E-05,0.432385933,OK
2.65E-05,0.458834839,OK
2.77E-05,0.466217337,OK
2.57E-05,0.4999444,OK
2.79E-05,0.487876667,OK
2.96E-05,0.484482845,OK
2.75E-05,0.475850628,OK
2.84E-05,0.487245365,OK
2.84E-05,0.487245365,UNLOCK POSITION CONFIRMATION Error; (1)
2.93E-05,0.515082221,OK
2.77E-05,0.465979725,OK
2.63E-05,0.455906805,OK
2.76E-05,0.452231089,OK
2.79E-05,0.498724187,OK
2.40E-05,0.455316302,OK
2.59E-05,0.467187908,OK
2.51E-05,0.444000015,OK
2.52E-05,0.468303316,OK
2.80E-05,0.499003238,OK
2.65E-05,0.512202874,Retry:PMC_DIN_WAIT_FOR_STATUS
2.74E-05,0.468697056,OK
2.70E-05,0.480375144,OK
2.58E-05,0.488535729,OK
2.69E-05,0.501622115,OK
2.60E-05,0.441838478,OK
2.74E-05,0.467988912,OK
2.69E-05,0.485215003,OK
2.78E-05,0.475586755,OK
2.47E-05,0.476855148,OK
2.68E-05,0.473458928,OK
2.56E-05,0.535284345,OK
2.52E-05,0.455704045,OK
3.00E-05,0.445223659,OK
2.67E-05,0.436950735,OK
2.88E-05,0.457157932,OK
2.79E-05,0.47108431,OK
2.86E-05,0.464341303,OK
2.99E-05,0.475578064,OK
2.54E-05,0.468641987,OK
2.86E-05,0.498808068,OK
2.50E-05,0.465464856,OK
2.96E-05,0.458009263,OK
2.69E-05,0.487565261,OK
2.49E-05,0.457652724,OK
2.53E-05,0.463952207,OK
2.87E-05,0.466183635,OK
2.74E-05,0.484962162,OK
2.53E-05,0.460617054,OK
3.11E-05,0.475894414,OK
2.76E-05,0.444814791,OK
2.72E-05,0.448220648,OK
2.60E-05,0.503217144,OK
2.92E-05,0.467654887,OK
2.47E-05,0.434536869,OK
2.47E-05,0.434536869,UNLOCK POSITION CONFIRMATION Error; (1)
2.56E-05,0.478897041,OK
2.91E-05,0.473347237,OK
2.79E-05,0.470760617,OK
2.84E-05,0.505643596,OK
2.80E-05,0.445418282,OK
2.77E-05,0.474833076,Retry:KEYS TEST
3.54E-05,0.436856818,OK
2.84E-05,0.452703315,OK
2.66E-05,0.464020259,OK
2.98E-05,0.470736103,OK
2.70E-05,0.452624875,OK
2.63E-05,0.458557636,OK
2.97E-05,0.441053345,OK
3.02E-05,0.461996841,OK
3.08E-05,0.503917751,OK
2.81E-05,0.498613996,OK
2.64E-05,0.439628872,OK
2.98E-05,0.466896418,OK
2.91E-05,0.484230506,OK
2.82E-05,0.470925334,OK
2.91E-05,0.426513041,OK
2.71E-05,0.47308711,OK
2.89E-05,0.447108677,OK
2.79E-05,0.4513786,OK
2.73E-05,0.476019438,OK
2.78E-05,0.46798362,OK
2.64E-05,0.45793457,OK
2.53E-05,0.448205515,OK
2.64E-05,0.460418786,OK
2.54E-05,0.486313299,OK
2.93E-05,0.447036179,OK
2.72E-05,0.469570166,OK
2.60E-05,0.451051966,OK
2.60E-05,0.445485089,OK
2.76E-05,0.460136439,OK
2.75E-05,0.487103921,OK
2.52E-05,0.448883915,OK
2.68E-05,0.446266236,OK
2.54E-05,0.524810438,OK
2.51E-05,0.472075298,Retry:KEYS TEST
2.71E-05,0.443819357,OK
2.71E-05,0.463189592,OK
2.74E-05,0.459561255,OK
2.66E-05,0.479412159,OK
2.76E-05,0.44844722,OK
2.88E-05,0.437040857,OK
2.52E-05,0.461912258,OK
2.68E-05,0.482248423,OK
2.71E-05,0.461059525,Retry:PMC_DIN_WAIT_FOR_STATUS
2.77E-05,0.455748483,Retry:KEYS TEST
2.58E-05,0.546290343,OK
2.55E-05,0.477285184,OK
2.56E-05,0.479719224,OK
2.73E-05,0.47202882,OK
2.99E-05,0.473877484,OK
2.66E-05,0.468115682,OK
2.51E-05,0.472298332,OK
2.64E-05,0.472884249,OK
2.63E-05,0.476321456,OK
3.14E-05,0.466697154,Retry:PMC_DIN_WAIT_FOR_STATUS
2.49E-05,0.464130257,OK
3.13E-05,0.474435538,OK
2.67E-05,0.476113302,OK
2.70E-05,0.47976286,OK
2.68E-05,0.465654936,OK
2.55E-05,0.48123861,OK
2.64E-05,0.484860906,Retry:KEYS TEST
2.49E-05,0.447607334,Retry:PMC_DIN_WAIT_FOR_STATUS
2.60E-05,0.471291813,OK
2.54E-05,0.461562064,OK
2.60E-05,0.460705426,OK
2.64E-05,0.444937864,OK
2.30E-05,0.473446847,Retry:PMC_DIN_WAIT_FOR_STATUS
2.88E-05,0.451931462,OK
2.61E-05,0.449042327,OK
2.53E-05,0.459702552,OK
2.39E-05,0.439098729,OK
2.53E-05,0.440112284,OK
2.57E-05,0.460825857,OK
2.70E-05,0.440486003,OK
2.59E-05,0.451256376,OK
2.67E-05,0.480779815,OK
2.53E-05,0.464505568,OK
2.79E-05,0.437059878,OK
2.47E-05,0.469331651,OK
2.69E-05,0.470371376,OK
2.61E-05,0.477501177,OK
2.91E-05,0.460176329,OK
2.50E-05,0.44832794,OK
2.92E-05,0.482528575,OK
2.46E-05,0.475410155,OK
2.74E-05,0.480282223,OK
2.88E-05,0.4585106,OK
2.57E-05,0.44949119,OK
2.88E-05,0.485129525,Retry:PMC_DIN_WAIT_FOR_STATUS
2.69E-05,0.476142461,OK
2.55E-05,0.475379747,OK
2.61E-05,0.468158077,OK
2.49E-05,0.451221227,OK
2.61E-05,0.457268267,OK
2.68E-05,0.453248844,OK
2.58E-05,0.474612938,OK
2.37E-05,0.466270608,OK
2.40E-05,0.456153255,OK
2.49E-05,0.448625416,OK
2.53E-05,0.450975574,OK
2.43E-05,0.451175938,Retry:PMC_DIN_WAIT_FOR_STATUS
2.86E-05,0.467277428,OK
2.55E-05,0.472295733,OK
2.62E-05,0.463841763,OK
2.57E-05,0.47911573,OK
2.62E-05,0.472001801,OK
2.53E-05,0.436267506,Retry:PMC_DIN_WAIT_FOR_STATUS
2.71E-05,0.478339734,OK
2.63E-05,0.447756054,OK
2.92E-05,0.463351261,Retry:PMC_DIN_WAIT_FOR_STATUS
2.41E-05,0.461010801,OK
2.48E-05,0.450834873,Retry:KEYS TEST
2.49E-05,0.455319849,OK
2.89E-05,0.47637174,OK
2.54E-05,0.461383264,OK
2.61E-05,0.457322894,OK
2.65E-05,0.448833124,OK
2.87E-05,0.460047567,OK
3.00E-05,0.477557298,Retry:PMC_DIN_WAIT_FOR_STATUS
2.60E-05,0.454823198,OK
2.78E-05,0.465135322,OK
2.57E-05,0.467082104,OK
2.77E-05,0.449528732,OK
3.28E-05,0.454317167,OK
2.92E-05,0.451066493,OK
2.48E-05,0.442871436,OK
2.76E-05,0.451289228,OK
2.37E-05,0.479161714,OK
2.69E-05,0.492614126,OK
2.52E-05,0.470103204,OK
2.72E-05,0.456950669,Retry:PMC_DIN_WAIT_FOR_STATUS
2.44E-05,0.47508921,OK
2.91E-05,0.467766429,OK
2.93E-05,0.474992996,OK
2.53E-05,0.476749796,OK
3.11E-05,0.442442916,OK
2.57E-05,0.456283988,OK
3.08E-05,0.462639324,OK
2.49E-05,0.478683495,OK
2.43E-05,0.483993391,OK
2.62E-05,0.457884743,OK
3.18E-05,0.445133986,OK
2.74E-05,0.470972818,OK
2.42E-05,0.458013321,OK
2.50E-05,0.477568033,OK
2.58E-05,0.453852927,OK
2.60E-05,0.460391424,OK
2.49E-05,0.475748072,OK
5.37E-05,0.484493878,UNLOCK POSITION CONFIRMATION Error; (1)
2.59E-05,0.464389234,OK
2.59E-05,0.464389234,UNLOCK POSITION CONFIRMATION Error; (1)
2.63E-05,0.445425222,Retry:KEYS TEST
2.38E-05,0.458841079,OK
2.54E-05,0.452611944,OK
2.47E-05,0.48940624,OK
2.82E-05,0.47406322,OK
2.66E-05,0.470432335,OK
2.58E-05,0.479942855,OK
2.32E-05,0.453123167,OK
2.57E-05,0.462590095,OK
2.74E-05,0.47811915,OK
2.76E-05,0.483187488,OK
2.51E-05,0.45071255,OK
2.66E-05,0.452806067,OK
2.87E-05,0.467984119,OK
2.53E-05,0.450601305,OK
3.06E-05,0.476121142,OK
2.82E-05,0.464550057,OK
2.82E-05,0.454562171,OK
2.36E-05,0.448234586,OK
2.53E-05,0.473126604,OK
2.69E-05,0.477939154,Retry:PMC_DIN_WAIT_FOR_STATUS
2.69E-05,0.478104669,OK
2.68E-05,0.445002971,OK
2.83E-05,0.454495517,OK
2.66E-05,0.482116962,OK
2.45E-05,0.472719181,OK
2.86E-05,0.476186698,OK
2.54E-05,0.466019215,OK
2.72E-05,0.464874044,OK
2.47E-05,0.454390067,OK
2.31E-05,0.457486056,OK
2.60E-05,0.482601375,OK
2.88E-05,0.518183758,OK
2.45E-05,0.450796277,UNLOCK POSITION CONFIRMATION Error; (1)
3.00E-05,0.473614307,OK
2.87E-05,0.451220373,OK
2.69E-05,0.444757127,OK
2.65E-05,0.461578683,OK
2.77E-05,0.476925596,Retry:PMC_DIN_WAIT_FOR_STATUS
2.37E-05,0.465414625,OK
2.53E-05,0.440297469,OK
2.67E-05,0.445017752,OK
2.83E-05,0.469870839,OK
2.85E-05,0.453910645,OK
2.78E-05,0.541749649,OK
2.57E-05,0.496245211,UNLOCK POSITION CONFIRMATION Error; (1)
2.51E-05,0.478081601,OK
2.46E-05,0.45213677,OK
2.78E-05,0.463869673,OK
2.64E-05,0.478193892,OK
2.28E-05,0.437305798,OK
2.98E-05,0.453452447,OK
2.65E-05,0.476339281,OK
2.73E-05,0.439484127,Retry:PMC_DIN_WAIT_FOR_STATUS
2.28E-05,0.465118998,OK
2.59E-05,0.474953203,UNLOCK POSITION CONFIRMATION Error; (1)
2.39E-05,0.522692397,OK
2.85E-05,0.451012771,OK
2.84E-05,0.482516941,OK
2.55E-05,0.458593682,OK
2.44E-05,0.465213013,OK
2.81E-05,0.446443373,OK
2.44E-05,0.468846292,OK
2.61E-05,0.445123551,OK
2.46E-05,0.484413995,OK
2.49E-05,0.483983555,OK
2.42E-05,0.459085288,OK
2.42E-05,0.464215581,Retry:KEYS TEST
2.99E-05,0.509151554,OK
2.93E-05,0.47960114,Retry:PMC_DIN_WAIT_FOR_STATUS
2.83E-05,0.460315593,OK
2.60E-05,0.480048702,UNLOCK POSITION CONFIRMATION Error; (1)
2.83E-05,0.539344618,OK
2.67E-05,0.443735976,OK
2.99E-05,0.458581799,OK
2.51E-05,0.441348426,OK
2.47E-05,0.455686722,OK
2.59E-05,0.479173948,OK
2.29E-05,0.452435945,OK
2.67E-05,0.441432904,OK
2.60E-05,0.478098726,OK
2.75E-05,0.464058805,OK
2.81E-05,0.464352635,Retry:PMC_DIN_WAIT_FOR_STATUS
2.50E-05,0.527927152,OK
2.52E-05,0.494708846,OK
2.91E-05,0.451670086,OK
3.01E-05,0.461718142,OK
2.80E-05,0.467060682,Retry:PMC_DIN_WAIT_FOR_STATUS
2.55E-05,0.444918704,OK
2.67E-05,0.484590391,OK
2.71E-05,0.47127549,Retry:PMC_DIN_WAIT_FOR_STATUS
2.59E-05,0.453054005,OK
2.60E-05,0.441603476,OK
2.50E-05,0.442563844,OK
2.41E-05,0.46404298,OK
3.08E-05,0.46470798,OK
2.71E-05,0.455518015,OK
3.03E-05,0.461274771,OK
2.74E-05,0.45770405,OK
2.54E-05,0.458122665,UNLOCK POSITION CONFIRMATION Error; (1)
2.67E-05,0.442177444,OK
2.67E-05,0.467604759,OK
2.80E-05,0.452461211,OK
2.67E-05,0.478548736,Retry:PMC_DIN_WAIT_FOR_STATUS
2.50E-05,0.507271628,OK
2.66E-05,0.46826397,Retry:PMC_DIN_WAIT_FOR_STATUS
2.58E-05,0.453863465,OK
2.73E-05,0.466205799,OK
2.71E-05,0.520213621,OK
2.68E-05,0.470932129,UNLOCK POSITION CONFIRMATION Error; (1)
2.58E-05,0.474613236,OK
2.65E-05,0.452819051,OK
2.55E-05,0.466018166,OK
2.63E-05,0.453808242,OK
2.42E-05,0.480161592,OK
2.43E-05,0.472091474,UNLOCK POSITION CONFIRMATION Error; (1)
2.43E-05,0.472091474,UNLOCK POSITION CONFIRMATION Error; (1)
2.70E-05,0.449413045,Retry:PMC_DIN_WAIT_FOR_STATUS
2.77E-05,0.469551844,OK
2.53E-05,0.465836126,OK
2.47E-05,0.469587837,OK
2.42E-05,0.540430524,OK
2.71E-05,0.462470568,OK
2.78E-05,0.449815174,OK
2.51E-05,0.469172579,TEST KEYS Error Keys Found = 0
2.51E-05,0.469172579,Previous Station completed error
3.45E-05,0.445430864,OK
2.58E-05,0.461571394,OK
2.49E-05,0.464665392,Retry:PMC_DIN_WAIT_FOR_STATUS
2.46E-05,0.498782202,Retry:PMC_DIN_WAIT_FOR_STATUS
2.87E-05,0.469131436,OK
2.66E-05,0.483541584,OK
2.66E-05,0.481936866,UNLOCK POSITION CONFIRMATION Error; (1)
2.72E-05,0.507245366,OK
2.85E-05,0.470792873,OK
2.43E-05,0.481333925,OK
2.69E-05,0.459323795,OK
2.76E-05,0.477603381,OK
2.79E-05,0.456408794,OK
2.56E-05,0.470045138,OK
2.87E-05,0.457453108,OK
2.33E-05,0.437574745,OK
2.54E-05,0.448363339,OK
2.25E-05,0.478850657,OK
2.50E-05,0.475573621,OK
3.13E-05,0.460309488,OK
2.53E-05,0.495277837,Retry:PMC_DIN_WAIT_FOR_STATUS
2.66E-05,0.487765824,OK
2.52E-05,0.446079995,OK
2.60E-05,0.461399392,OK
2.42E-05,0.473969706,OK
2.60E-05,0.477744332,OK
2.53E-05,0.461964085,OK
2.63E-05,0.480717502,OK
2.85E-05,0.533970459,OK
2.54E-05,0.447335802,OK
2.76E-05,0.439409533,Retry:KEYS TEST
2.53E-05,0.476766472,OK
2.51E-05,0.442248592,OK
2.87E-05,0.465710254,OK
2.74E-05,0.466583962,OK
2.68E-05,0.453932314,OK
2.37E-05,0.463506694,OK
2.64E-05,0.489231538,UNLOCK POSITION CONFIRMATION Error; (1)
2.67E-05,0.443799384,OK
2.45E-05,0.471874286,UNLOCK POSITION CONFIRMATION Error; (1)
2.45E-05,0.471874286,UNLOCK POSITION CONFIRMATION Error; (1)
2.44E-05,0.4554989,UNLOCK POSITION CONFIRMATION Error; (1)
2.44E-05,0.4554989,UNLOCK POSITION CONFIRMATION Error; (1)
2.49E-05,0.455258179,OK
2.48E-05,0.538840136,Retry:KEYS TEST
2.59E-05,0.464476466,OK
2.58E-05,0.479754371,OK
2.48E-05,0.517755766,OK
2.94E-05,0.47740127,OK
2.52E-05,0.500170385,OK
2.33E-05,0.473399967,OK
2.84E-05,0.478234486,OK
2.48E-05,0.465172471,OK
2.71E-05,0.479149482,OK
2.50E-05,0.474137963,OK
2.48E-05,0.467622882,Retry:PMC_DIN_WAIT_FOR_STATUS
2.68E-05,0.440644075,OK
2.98E-05,0.460490732,OK
2.66E-05,0.470213651,Retry:PMC_DIN_WAIT_FOR_STATUS
2.65E-05,0.463484971,OK
2.65E-05,0.463484971,UNLOCK POSITION CONFIRMATION Error; (1)
2.93E-05,0.45582632,OK
2.83E-05,0.470810997,Retry:KEYS TEST
2.50E-05,0.474261288,OK
2.47E-05,0.474437037,Retry:PMC_DIN_WAIT_FOR_STATUS
2.85E-05,0.465568456,OK
2.35E-05,0.44053573,OK
2.57E-05,0.458776827,TEST KEYS Error Keys Found = 4
2.44E-05,0.457628707,OK
2.37E-05,0.453455945,TEST KEYS Error Keys Found = 12
2.61E-05,0.468651122,OK
2.70E-05,0.479409213,OK
2.47E-05,0.463811906,OK
2.58E-05,0.460520394,Retry:KEYS TEST
2.52E-05,0.471505315,OK
2.65E-05,0.445618949,OK
