Sleep_Current,Motor_Peak_Current,
2.538273069160E-05,0.436900106,OK
2.313593176555E-05,0.471021598,Retry:KEYS TEST
2.443408225627E-05,0.456442693,OK
2.403465133612E-05,0.485862281,OK
2.418443793117E-05,0.455564747,OK
2.233706992522E-05,0.446522561,OK
2.618159253156E-05,0.472275713,OK
2.283635857567E-05,0.463355555,OK
2.348543382088E-05,0.475472413,OK
2.418443793074E-05,0.453162461,OK
2.168799468021E-05,0.428837435,OK
2.193763900485E-05,0.450901635,OK
2.128856376004E-05,0.46650762,OK
2.583209047663E-05,0.438011424,OK
2.693052550719E-05,0.466385443,OK
2.133849262479E-05,0.456513593,OK
2.403465133608E-05,0.477513409,OK
2.478358431107E-05,0.478467856,OK
2.298614517046E-05,0.451571125,Retry:PMC_DIN_WAIT_FOR_STATUS
2.693052550713E-05,0.473138235,OK
2.438415339122E-05,0.478335291,OK
2.348543382082E-05,0.46688688,OK
2.198756787009E-05,0.44636514,OK
2.563237501659E-05,0.452406093,OK
2.388486474097E-05,0.45170838,OK
2.233706992546E-05,0.473180924,OK
2.218728333040E-05,0.537616625,OK
2.153820808507E-05,0.432727444,OK
2.158813694977E-05,0.459598701,OK
1.999041326949E-05,0.444486471,OK
2.333564722553E-05,0.437954454,OK
2.742981415737E-05,0.458907537,OK
2.118870602991E-05,0.451308499,OK
2.528287296159E-05,0.473829604,OK
2.188771014028E-05,0.43802815,OK
2.238699879008E-05,0.473712868,UNLOCK POSITION CONFIRMATION Error; (1)
2.428429566117E-05,0.533833753,Retry:PMC_DIN_WAIT_FOR_STATUS
2.318586063072E-05,0.456792795,TEST KEYS Error Keys Found = 3
2.293621630552E-05,0.464347145,Retry:KEYS TEST
2.368514928096E-05,0.447182826,OK
2.488344204123E-05,0.465087191,OK
2.253678538550E-05,0.468097057,OK
2.338557609066E-05,0.459706547,OK
2.153820808512E-05,0.450725878,LOCK POSITION CONFIRMATION Error; (0)
2.493337090621E-05,0.439882409,OK
2.543265955665E-05,0.463481476,OK
2.368514928094E-05,0.455697354,TEST KEYS Error Keys Found = 0
2.233706992535E-05,0.45474366,TEST KEYS Error Keys Found = 0
2.253678538535E-05,0.457901816,OK
2.388486474104E-05,0.432801289,OK
2.208742560036E-05,0.45756465,OK
2.653109458655E-05,0.499597343,OK
2.168799468014E-05,0.456270487,OK
2.173792354523E-05,0.463107408,OK
2.198756787026E-05,0.468086324,OK
2.273650084562E-05,0.475190315,OK
2.183778127526E-05,0.44385411,OK
2.268657198045E-05,0.471009114,OK
2.098899056973E-05,0.442815238,OK
2.243692765536E-05,0.430969048,OK
2.358529155068E-05,0.474200224,OK
2.238699879033E-05,0.474790535,OK
2.688059664195E-05,0.469322465,OK
2.448401112084E-05,0.457266723,OK
2.732995642723E-05,0.479352843,OK
2.203749673531E-05,0.464814878,OK
2.203749673513E-05,0.478999996,OK
2.228714106044E-05,0.463155243,OK
2.458386885120E-05,0.461050235,OK
2.393479360607E-05,0.446756676,Retry:PMC_DIN_WAIT_FOR_STATUS
2.408458020088E-05,0.460828751,OK
2.278642971063E-05,0.455386745,OK
2.703038323710E-05,0.453109236,TEST KEYS Error Keys Found = 4
2.792910280744E-05,0.461172512,OK
2.343550495575E-05,0.470009936,OK
2.208742560037E-05,0.451032141,OK
2.513308636618E-05,0.449341364,OK
2.463379771631E-05,0.464860368,OK
2.173792354490E-05,0.463404685,OK
2.593194820681E-05,0.43048309,OK
2.283635857563E-05,0.460907396,OK
2.138842149008E-05,0.427877948,OK
2.093906170486E-05,0.442177344,OK
2.463379771627E-05,0.459920543,Retry:KEYS TEST
2.293621630568E-05,0.447664089,OK
2.383493587591E-05,0.470803756,OK
2.223721219539E-05,0.468387551,OK
2.303607403563E-05,0.480000372,OK
2.323578949577E-05,0.462281084,OK
2.583209047675E-05,0.457701408,OK
2.243692765542E-05,0.457737101,OK
2.428429566109E-05,0.43144003,Retry:PMC_DIN_WAIT_FOR_STATUS
2.468372658109E-05,0.475006077,OK
2.578216161148E-05,0.475571822,OK
2.203749673535E-05,0.46252898,OK
1.944119575402E-05,0.44211863,OK
2.278642971061E-05,0.441278972,OK
2.133849262506E-05,0.475132297,OK
2.318586063064E-05,0.465151998,OK
2.588201934166E-05,0.456372142,OK
2.578216161168E-05,0.459194177,OK
2.268657198040E-05,0.465368141,OK
2.218728333042E-05,0.454264093,OK
2.742981415695E-05,0.451442707,Retry:KEYS TEST
2.423436679612E-05,0.496704657,OK
2.153820808517E-05,0.46275531,OK
2.643123685701E-05,0.455276353,OK
2.423436679601E-05,0.435773512,OK
2.423436679597E-05,0.468217137,OK
2.338557609080E-05,0.478641105,OK
2.283635857564E-05,0.434546606,OK
2.598187707175E-05,0.477868604,OK
2.263664311558E-05,0.44317033,OK
2.308600290075E-05,0.464095202,OK
2.737988529235E-05,0.449855665,OK
2.358529155091E-05,0.453637745,Retry:PMC_DIN_WAIT_FOR_STATUS
2.163806581509E-05,0.440247841,OK
2.328571836079E-05,0.456830941,OK
2.103891943488E-05,0.46285537,OK
2.273650084553E-05,0.469170581,OK
2.218728333037E-05,0.467460513,OK
2.258671425041E-05,0.446060767,OK
2.158813695012E-05,0.470994235,OK
2.498329977123E-05,0.462340202,OK
1.989055553940E-05,0.443379632,OK
2.128856376004E-05,0.459327537,OK
2.123863489477E-05,0.471224358,OK
2.153820808512E-05,0.454147708,OK
2.548258842153E-05,0.467248165,OK
2.168799468020E-05,0.446435285,OK
2.073934624475E-05,0.467430408,OK
2.168799468021E-05,0.435448224,OK
2.043977305459E-05,0.464924574,OK
2.683066777707E-05,0.485541989,OK
2.158813695010E-05,0.444418605,OK
2.133849262509E-05,0.457166062,OK
2.208742560039E-05,0.475413348,OK
2.143835035506E-05,0.472086782,OK
2.133849262505E-05,0.471451085,Retry:PMC_DIN_WAIT_FOR_STATUS
2.388486474106E-05,0.444586515,OK
2.328571836060E-05,0.47711992,OK
2.468372658126E-05,0.459085332,Retry:PMC_DIN_WAIT_FOR_STATUS
2.313593176530E-05,0.536382829,OK
2.123863489500E-05,0.469323912,OK
2.313593176574E-05,0.464358078,OK
2.478358431128E-05,0.467797085,Retry:KEYS TEST
2.378500701081E-05,0.447075023,OK
2.108884829970E-05,0.446519964,OK
2.258671425056E-05,0.457627961,OK
2.338557609080E-05,0.464581514,OK
2.293621630536E-05,0.464622002,OK
2.238699879010E-05,0.447687004,OK
2.103891943497E-05,0.4661692,OK
2.243692765547E-05,0.474407878,OK
2.063948851449E-05,0.461169765,OK
2.293621630570E-05,0.460534221,OK
2.578216161177E-05,0.445479944,OK
2.593194820667E-05,0.466849084,OK
2.453393998619E-05,0.460456433,OK
2.747974302237E-05,0.4731637,OK
2.113877716485E-05,0.44271194,OK
2.438415339125E-05,0.449449495,OK
2.333564722587E-05,0.455983948,OK
2.228714106011E-05,0.471932101,OK
2.118870603001E-05,0.464993124,OK
2.533280182655E-05,0.447652303,OK
2.243692765545E-05,0.450937726,OK
2.178785241026E-05,0.462540917,OK
2.253678538545E-05,0.464646568,OK
2.578216161174E-05,0.464432872,OK
2.588201934160E-05,0.464535379,OK
2.193763900506E-05,0.472464843,OK
2.168799468015E-05,0.46993634,OK
2.183778127521E-05,0.460544655,OK
2.488344204128E-05,0.454955859,OK
2.393479360583E-05,0.443101778,OK
2.173792354508E-05,0.473066537,OK
2.143835035493E-05,0.442709936,OK
2.468372658125E-05,0.462949182,OK
2.123863489504E-05,0.476509039,UNLOCK POSITION CONFIRMATION Error; (1)
2.248685652045E-05,0.460323424,OK
2.078927510985E-05,0.457820186,UNLOCK POSITION CONFIRMATION Error; (1)
2.583209047673E-05,0.475740382,OK
2.273650084553E-05,0.472478476,OK
2.243692765544E-05,0.434818467,OK
2.253678538553E-05,0.458540157,OK
2.493337090645E-05,0.487247261,OK
2.313593176549E-05,0.470345258,OK
2.313593176549E-05,0.470345258,UNLOCK POSITION CONFIRMATION Error; (1)
2.248685652017E-05,0.468619015,OK
2.732995642712E-05,0.453510267,OK
2.478358431134E-05,0.473381089,OK
2.228714106040E-05,0.475948037,OK
2.388486474102E-05,0.469199143,OK
2.093906170490E-05,0.466079928,OK
2.258671425050E-05,0.470319249,OK
2.483351317640E-05,0.43924527,OK
2.463379771614E-05,0.483039997,OK
2.473365544634E-05,0.434847577,OK
2.368514928079E-05,0.459581225,OK
2.443408225619E-05,0.473416539,OK
2.203749673523E-05,0.450354211,OK
2.238699879048E-05,0.4770308,OK
2.673081004688E-05,0.44530709,UNLOCK POSITION CONFIRMATION Error; (1)
2.313593176573E-05,0.477750876,OK
2.133849262499E-05,0.465597117,OK
3.097476357358E-05,0.467542849,OK
2.208742559983E-05,0.469478295,OK
2.757960075242E-05,0.461087886,OK
2.218728333005E-05,0.466144693,OK
2.019012872955E-05,0.468044835,OK
2.767945848244E-05,0.43906178,OK
2.463379771624E-05,0.474372079,OK
2.268657198056E-05,0.46569258,OK
2.408458020114E-05,0.450616695,OK
2.448401112129E-05,0.474527059,OK
2.288628744064E-05,0.461928685,OK
2.278642971053E-05,0.466280742,OK
2.243692765523E-05,0.4690158,OK
2.233706992543E-05,0.465059281,OK
1.834276072365E-05,0.462191063,OK
3.012597286830E-05,0.453960524,OK
2.163806581513E-05,0.45506895,OK
2.218728333035E-05,0.435218048,OK
2.288628744043E-05,0.435666263,OK
2.133849262503E-05,0.461369181,OK
2.218728333024E-05,0.469448036,OK
2.847832032247E-05,0.46462465,UNLOCK POSITION CONFIRMATION Error; (1)
2.108884829993E-05,0.475092108,UNLOCK POSITION CONFIRMATION Error; (1)
2.468372658126E-05,0.47008708,OK
2.333564722575E-05,0.463254301,OK
2.523294409652E-05,0.474605148,OK
2.358529155094E-05,0.452601016,OK
2.148827921994E-05,0.451640376,TEST KEYS Error Keys Found = 10
2.568230388163E-05,0.472594808,OK
2.598187707170E-05,0.443755648,OK
2.433422452585E-05,0.453680894,OK
2.293621630550E-05,0.440743934,OK
1.989055553942E-05,0.456916618,OK
2.203749673536E-05,0.479077584,OK
2.138842149010E-05,0.465689484,OK
2.163806581511E-05,0.463817398,Retry:KEYS TEST
2.288628744026E-05,0.456981577,OK
2.448401112126E-05,0.461961789,OK
2.328571836071E-05,0.448870618,OK
2.273650084554E-05,0.489168628,OK
2.388486474097E-05,0.45706406,OK
2.198756787032E-05,0.482452982,Retry:PMC_DIN_WAIT_FOR_STATUS
2.308600290074E-05,0.476900681,OK
2.987632854305E-05,0.494609239,TEST KEYS Error Keys Found = 1
2.817874713263E-05,0.477707334,Retry:PMC_DIN_WAIT_FOR_STATUS
3.062526151832E-05,0.48549286,OK
3.242270065890E-05,0.470636046,OK
3.062526151845E-05,0.458671975,OK
3.182355427861E-05,0.458709966,OK
2.987632854314E-05,0.455352545,OK
2.767945848220E-05,0.460890617,Retry:PMC_DIN_WAIT_FOR_STATUS
2.977647081316E-05,0.461243568,OK
2.792910280722E-05,0.455253786,OK
2.862810691778E-05,0.468487656,OK
3.047547492313E-05,0.478332045,OK
2.857817805270E-05,0.48928761,OK
3.202326973893E-05,0.46966323,OK
2.907746670293E-05,0.448466245,OK
3.332142022927E-05,0.478367404,OK
2.812881826757E-05,0.456052098,OK
2.658102345176E-05,0.481551916,OK
2.802896053750E-05,0.481341564,OK
2.857817805268E-05,0.463940872,OK
2.927718216287E-05,0.478032022,OK
3.097476357336E-05,0.48632063,OK
2.568230388152E-05,0.456510147,OK
2.892768010743E-05,0.482207233,OK
3.002611513802E-05,0.4806484,OK
2.942696875792E-05,0.454467368,OK
3.167376768380E-05,0.433806159,OK
2.902753783787E-05,0.461302477,OK
2.977647081311E-05,0.462049527,OK
2.742981415732E-05,0.448972545,OK
2.827860486258E-05,0.472646139,OK
3.122440789864E-05,0.459108,OK
3.127433676338E-05,0.479689168,OK
3.112455016863E-05,0.482328509,OK
2.802896053759E-05,0.471072725,OK
2.837846259267E-05,0.457220956,OK
2.623152139662E-05,0.460360568,OK
2.648116572192E-05,0.562252553,OK
2.673081004709E-05,0.467438645,OK
2.962668421810E-05,0.467601862,OK
2.987632854316E-05,0.49236568,OK
3.182355427815E-05,0.442635494,OK
3.287206044417E-05,0.469765384,OK
2.857817805228E-05,0.470594475,OK
2.827860486245E-05,0.465062976,OK
2.812881826749E-05,0.552069078,OK
2.693052550716E-05,0.443446687,OK
2.802896053750E-05,0.490785029,OK
3.072511924849E-05,0.448216399,OK
3.252255838898E-05,0.454018343,OK
2.862810691772E-05,0.468789923,OK
2.762952961744E-05,0.47372495,OK
2.947689762307E-05,0.501813291,OK
2.752967188739E-05,0.442495744,OK
3.377078001449E-05,0.474279811,OK
2.817874713259E-05,0.475874641,OK
3.012597286827E-05,0.482170035,OK
3.102469243842E-05,0.466046777,OK
2.977647081307E-05,0.479196817,OK
2.857817805268E-05,0.457621315,OK
2.713024096723E-05,0.472648484,OK
2.598187707171E-05,0.465500705,OK
3.077504811345E-05,0.449726951,OK
3.257248725410E-05,0.464442809,Retry:KEYS TEST
3.157390995377E-05,0.455114833,OK
2.912739556785E-05,0.452542991,OK
2.987632854298E-05,0.457193923,OK
2.713024096706E-05,0.488973257,OK
2.897760897277E-05,0.55526124,OK
2.742981415729E-05,0.462179028,OK
2.862810691779E-05,0.456197297,OK
3.222298519865E-05,0.485706155,OK
2.708031210222E-05,0.462150321,OK
2.553251728655E-05,0.484077122,OK
2.827860486266E-05,0.486687557,OK
2.917732443267E-05,0.440121322,OK
3.072511924836E-05,0.446316703,Retry:PMC_DIN_WAIT_FOR_STATUS
3.027575946336E-05,0.457343281,OK
3.357106455398E-05,0.499162014,OK
2.947689762301E-05,0.478159292,OK
2.628145026184E-05,0.465072911,OK
3.082497697820E-05,0.471396015,OK
3.022583059823E-05,0.478379877,OK
2.817874713253E-05,0.473417889,OK
2.937703989303E-05,0.487750196,OK
2.812881826762E-05,0.47757882,OK
3.521871709917E-05,0.462438316,OK
2.862810691778E-05,0.461107455,OK
3.392056660950E-05,0.455193021,OK
2.922725329798E-05,0.46161638,OK
2.907746670287E-05,0.444749685,OK
2.922725329752E-05,0.487757236,UNLOCK POSITION CONFIRMATION Error; (1)
2.633137912677E-05,0.449286276,OK
3.007604400324E-05,0.456527323,OK
2.088913283986E-05,0.45860806,OK
2.258671425051E-05,0.475019908,OK
2.777931621241E-05,0.480505503,OK
2.078927510968E-05,0.437254101,OK
2.438415339102E-05,0.478058134,OK
2.004034213438E-05,0.439794586,UNLOCK POSITION CONFIRMATION Error; (1)
2.038984418962E-05,0.446893683,OK
2.288628744055E-05,0.480841625,UNLOCK POSITION CONFIRMATION Error; (1)
2.253678538528E-05,0.481174153,OK
2.213735446539E-05,0.468732254,OK
2.263664311551E-05,0.462717364,OK
2.378500701099E-05,0.468318397,OK
2.328571836083E-05,0.437177511,OK
2.278642971053E-05,0.467589582,OK
2.508315750131E-05,0.463516775,OK
2.358529155083E-05,0.445774377,OK
2.098899056982E-05,0.469791197,OK
2.193763900511E-05,0.473818417,OK
2.348543382090E-05,0.47619244,OK
2.388486474074E-05,0.477146581,OK
2.248685652038E-05,0.455676684,OK
2.153820808509E-05,0.462165098,OK
2.543265955658E-05,0.472678389,OK
2.173792354506E-05,0.465502799,OK
2.413450906603E-05,0.482979882,OK
2.263664311549E-05,0.4565442,OK
2.213735446538E-05,0.469560675,OK
2.338557609047E-05,0.477121318,OK
2.238699879044E-05,0.46626841,OK
2.553251728654E-05,0.465336636,OK
2.613166366681E-05,0.455014079,OK
2.223721219528E-05,0.434392824,OK
2.258671425047E-05,0.452893801,OK
2.183778127524E-05,0.461597158,OK
2.548258842152E-05,0.461609091,OK
2.128856375994E-05,0.465133924,OK
2.408458020110E-05,0.464729308,OK
2.163806581519E-05,0.436530931,OK
2.218728333041E-05,0.464894773,OK
2.218728333041E-05,0.464894773,UNLOCK POSITION CONFIRMATION Error; (1)
2.623152139689E-05,0.449335956,OK
2.303607403561E-05,0.459764869,OK
2.323578949508E-05,0.464122514,OK
2.323578949565E-05,0.44388007,OK
2.353536268565E-05,0.446596855,OK
2.153820808508E-05,0.440691759,OK
2.138842148984E-05,0.439067216,OK
2.103891943493E-05,0.47354875,OK
2.488344204132E-05,0.462085561,OK
2.473365544633E-05,0.546468989,OK
2.278642971064E-05,0.445083309,OK
2.278642971063E-05,0.471426821,OK
2.248685652049E-05,0.452095678,OK
2.598187707179E-05,0.452923652,Retry:KEYS TEST
2.338557609078E-05,0.465929842,OK
2.333564722576E-05,0.458136233,OK
2.563237501672E-05,0.478250262,OK
2.208742560022E-05,0.467354565,OK
2.593194820658E-05,0.466264665,OK
2.208742560028E-05,0.449813476,OK
2.443408225612E-05,0.476343824,OK
2.443408225612E-05,0.476343824,UNLOCK POSITION CONFIRMATION Error; (1)
2.528287296152E-05,0.460014261,OK
2.478358431136E-05,0.468526597,OK
2.648116572189E-05,0.461872766,OK
2.248685652047E-05,0.455372117,OK
2.628145026179E-05,0.468781485,OK
2.388486474097E-05,0.475446252,OK
2.508315750152E-05,0.467690089,OK
2.193763900520E-05,0.451699941,OK
2.238699879043E-05,0.478330451,OK
2.363522041590E-05,0.475709033,OK
2.558244615167E-05,0.458252468,OK
2.383493587535E-05,0.444666562,OK
2.298614517065E-05,0.447888216,OK
2.183778127510E-05,0.448873969,TEST KEYS Error Keys Found = 1
2.198756787014E-05,0.45095715,OK
2.463379771628E-05,0.430230848,OK
2.258671425025E-05,0.483580129,OK
2.273650084556E-05,0.458073628,OK
2.278642971045E-05,0.47407685,OK
2.668088118177E-05,0.45174303,OK
2.358529155083E-05,0.467320713,OK
2.153820808508E-05,0.447868096,OK
2.433422452613E-05,0.458592391,OK
2.138842149005E-05,0.481344211,OK
2.303607403557E-05,0.464823616,OK
2.153820808499E-05,0.466990482,OK
2.408458020109E-05,0.446322045,OK
2.348543382080E-05,0.470261328,OK
2.792910280719E-05,0.455563253,OK
2.513308636634E-05,0.446500891,OK
2.737988529230E-05,0.469553136,OK
2.138842149001E-05,0.443737624,UNLOCK POSITION CONFIRMATION Error; (1)
3.177362541365E-05,0.478555984,OK
3.137419449370E-05,0.446734515,OK
3.067519038337E-05,0.47454708,OK
2.782924507749E-05,0.492151385,OK
3.097476357344E-05,0.480551388,OK
3.162383881880E-05,0.474281767,OK
2.852824918759E-05,0.486385189,OK
3.042554605820E-05,0.46801982,OK
2.917732443292E-05,0.475532184,OK
3.082497697851E-05,0.479105246,OK
2.917732443282E-05,0.490064304,OK
2.847832032274E-05,0.451362372,OK
2.942696875801E-05,0.458170384,OK
2.942696875793E-05,0.484804038,OK
3.402042433955E-05,0.475200653,OK
3.117447903356E-05,0.485396147,Retry:PMC_DIN_WAIT_FOR_STATUS
2.852824918761E-05,0.489120247,OK
2.912739556773E-05,0.461123687,OK
3.197334087391E-05,0.460594159,OK
3.077504811333E-05,0.476986411,OK
3.037561719312E-05,0.490450255,Retry:PMC_DIN_WAIT_FOR_STATUS
3.441985525959E-05,0.481018375,OK
3.192341200886E-05,0.458842628,OK
3.227291406385E-05,0.466634639,OK
2.837846259268E-05,0.481054372,OK
3.117447903362E-05,0.465347819,OK
2.892768010780E-05,0.452916314,OK
3.047547492335E-05,0.481817936,OK
2.922725329773E-05,0.506371558,OK
2.732995642734E-05,0.466152176,Retry:KEYS TEST
2.837846259256E-05,0.452707608,OK
3.347120682399E-05,0.477735294,OK
3.022583059817E-05,0.479973362,OK
2.877789351265E-05,0.461955797,OK
2.907746670288E-05,0.47528528,OK
3.057533265340E-05,0.449620469,OK
3.122440789847E-05,0.475445951,OK
2.982639967819E-05,0.482575408,OK
2.862810691745E-05,0.479585916,OK
3.157390995363E-05,0.460615455,OK
2.817874713254E-05,0.457866317,OK
2.937703989246E-05,0.450055333,OK
2.907746670293E-05,0.451953386,Retry:PMC_DIN_WAIT_FOR_STATUS
2.752967188736E-05,0.488570329,OK
2.882782237785E-05,0.456873631,OK
3.022583059820E-05,0.49632335,OK
2.633137912691E-05,0.493716662,OK
3.032568832827E-05,0.460797348,OK
2.942696875806E-05,0.487928994,OK
3.097476357334E-05,0.479306459,OK
3.132426562858E-05,0.481749235,OK
3.387063774450E-05,0.482577006,OK
2.852824918765E-05,0.487878917,OK
2.752967188733E-05,0.460201643,OK
3.032568832837E-05,0.437735517,OK
2.713024096724E-05,0.475994174,OK
3.032568832804E-05,0.465151703,OK
3.297191817423E-05,0.47870197,OK
3.147405222372E-05,0.465870787,OK
2.777931621248E-05,0.452076958,OK
2.907746670276E-05,0.473713616,OK
2.972654194784E-05,0.452002767,OK
2.987632854317E-05,0.463888946,OK
2.912739556781E-05,0.464851129,OK
2.882782237765E-05,0.489794587,OK
3.157390995379E-05,0.450151145,OK
3.052540378821E-05,0.485099268,OK
2.877789351282E-05,0.512323293,OK
2.877789351282E-05,0.512323293,Start Trigger Confirmation Error [005]; (0)
3.047547492323E-05,0.50041583,OK
2.822867599762E-05,0.482125799,OK
3.232284292868E-05,0.490155925,OK
3.192341200884E-05,0.47789986,OK
4.036139019641E-05,0.457762814,OK
3.322156249909E-05,0.464802162,OK
3.032568832820E-05,0.478608901,OK
2.987632854308E-05,0.484284881,OK
3.117447903356E-05,0.46118256,OK
3.481928617980E-05,0.447663936,OK
2.982639967811E-05,0.4846547,OK
3.172369654884E-05,0.439015794,OK
3.157390995376E-05,0.467563269,OK
2.962668421799E-05,0.474514278,OK
3.047547492302E-05,0.479490846,OK
3.212312746886E-05,0.49219762,OK
2.932711102749E-05,0.491514192,OK
3.097476357346E-05,0.458873934,OK
3.137419449370E-05,0.481180799,OK
3.377078001448E-05,0.468701648,OK
3.202326973880E-05,0.481589162,OK
2.997618627315E-05,0.473438907,Retry:PMC_DIN_WAIT_FOR_STATUS
2.942696875791E-05,0.53546808,Retry:PMC_DIN_WAIT_FOR_STATUS
3.092483470853E-05,0.458602673,OK
2.158813695019E-05,0.452391009,Retry:PMC_DIN_WAIT_FOR_STATUS
2.513308636653E-05,0.451268406,OK
2.383493587589E-05,0.449420187,OK
2.453393998621E-05,0.474534049,OK
2.133849262506E-05,0.47312011,Retry:PMC_DIN_WAIT_FOR_STATUS
2.348543382082E-05,0.47018289,OK
2.578216161171E-05,0.481095964,OK
2.353536268589E-05,0.475469769,OK
2.358529155087E-05,0.474136515,OK
2.323578949575E-05,0.452063624,OK
2.128856375990E-05,0.462446051,OK
2.648116572196E-05,0.452555573,OK
2.458386885126E-05,0.452849406,OK
2.323578949582E-05,0.470317649,OK
2.203749673534E-05,0.472103108,OK
2.453393998631E-05,0.459682781,OK
2.178785241025E-05,0.433372875,OK
2.248685652052E-05,0.459821983,OK
2.313593176565E-05,0.469794244,OK
2.303607403565E-05,0.467371739,OK
2.303607403565E-05,0.467371739,UNLOCK POSITION CONFIRMATION Error; (1)
2.153820808502E-05,0.463124135,OK
2.623152139686E-05,0.482040819,OK
2.443408225597E-05,0.472400086,OK
2.098899056992E-05,0.478247766,OK
2.703038323712E-05,0.460927191,OK
2.298614517041E-05,0.457846395,TEST KEYS Error Keys Found = 0
3.152398108877E-05,0.457062459,OK
2.498329977087E-05,0.47588937,TEST KEYS Error Keys Found = 0
2.693052550705E-05,0.471950586,Retry:PMC_DIN_WAIT_FOR_STATUS
2.423436679615E-05,0.464430875,OK
2.308600290067E-05,0.438932514,OK
2.328571836080E-05,0.479707887,OK
2.358529155093E-05,0.452971304,OK
2.258671425030E-05,0.437119093,OK
2.767945848239E-05,0.428229549,OK
2.288628744053E-05,0.46685897,OK
2.388486474104E-05,0.477027554,OK
2.143835035506E-05,0.483361091,OK
2.433422452615E-05,0.458265399,OK
2.353536268561E-05,0.433984908,OK
2.523294409635E-05,0.467365899,OK
2.538273069162E-05,0.454466355,OK
2.653109458697E-05,0.444056369,OK
2.693052550718E-05,0.444500138,OK
2.867803578274E-05,0.460573564,OK
2.368514928089E-05,0.467743414,OK
2.368514928089E-05,0.467743414,UNLOCK POSITION CONFIRMATION Error; (1)
3.102469243825E-05,0.446371325,OK
2.433422452566E-05,0.47419593,Retry:PMC_DIN_WAIT_FOR_STATUS
2.553251728641E-05,0.471123805,Retry:KEYS TEST
2.378500701104E-05,0.453152986,OK
2.752967188741E-05,0.47596157,OK
2.393479360601E-05,0.445888114,OK
2.493337090625E-05,0.449958669,Retry:KEYS TEST
2.737988529229E-05,0.462381945,OK
2.558244615165E-05,0.450607347,OK
2.488344204145E-05,0.478776413,TEST KEYS Error Keys Found = 0
2.508315750150E-05,0.465272228,OK
2.693052550711E-05,0.461008494,OK
2.782924507743E-05,0.486816425,OK
2.917732443298E-05,0.433907216,OK
2.148827922010E-05,0.447357373,Retry:KEYS TEST
2.708031210209E-05,0.434170589,OK
2.827860486260E-05,0.46575579,OK
2.668088118200E-05,0.438840693,OK
2.518301523155E-05,0.44561266,OK
2.558244615151E-05,0.463071117,OK
2.777931621247E-05,0.435652782,Retry:KEYS TEST
2.403465133590E-05,0.445653699,OK
2.613166366675E-05,0.470480073,Retry:KEYS TEST
2.413450906597E-05,0.449059152,Retry:KEYS TEST
2.633137912696E-05,0.471151219,OK
2.383493587599E-05,0.470491201,OK
2.558244615167E-05,0.470520409,OK
2.483351317634E-05,0.452800128,OK
2.148827922007E-05,0.449515613,OK
2.553251728662E-05,0.448724077,OK
2.842839145770E-05,0.447560652,OK
2.138842149004E-05,0.477385243,OK
2.992625740795E-05,0.463484122,OK
2.323578949571E-05,0.480814364,OK
2.673081004626E-05,0.456993509,OK
2.223721219533E-05,0.47395403,OK
2.178785241020E-05,0.476735466,OK
2.458386885122E-05,0.44760452,OK
2.473365544632E-05,0.455645682,OK
2.503322863638E-05,0.463996648,OK
2.503322863627E-05,0.469209176,OK
2.523294409641E-05,0.469724643,OK
2.568230388157E-05,0.440336164,OK
2.728002756224E-05,0.459732375,OK
3.167376768375E-05,0.452753892,OK
3.172369654877E-05,0.474713008,OK
3.292198930913E-05,0.452031734,OK
3.002611513814E-05,0.511180669,OK
3.417021093452E-05,0.472214999,OK
3.456964185451E-05,0.480969892,OK
3.087490584356E-05,0.485689177,OK
2.932711102787E-05,0.46042897,OK
3.506893050476E-05,0.483326641,OK
2.952682648809E-05,0.545760546,OK
3.441985525962E-05,0.51937042,OK
2.917732443291E-05,0.478732026,OK
3.626722326519E-05,0.443455825,OK
2.907746670292E-05,0.492692269,OK
2.732995642731E-05,0.482105676,OK
2.912739556797E-05,0.469289512,OK
3.157390995372E-05,0.4882048,OK
3.177362541381E-05,0.470452058,OK
3.132426562844E-05,0.489339586,OK
3.172369654871E-05,0.520852065,OK
3.097476357342E-05,0.460659192,OK
2.902753783785E-05,0.523195431,OK
3.192341200872E-05,0.483534943,OK
3.102469243860E-05,0.496222844,OK
3.142412335872E-05,0.467760088,OK
3.072511924848E-05,0.476770772,OK
2.912739556771E-05,0.488824617,OK
3.262241611912E-05,0.570124864,OK
3.172369654874E-05,0.457893177,OK
3.332142022922E-05,0.455008502,OK
3.541843255940E-05,0.484308094,OK
2.952682648801E-05,0.569213609,OK
3.112455016858E-05,0.48087358,OK
3.072511924843E-05,0.452792645,OK
3.317163363426E-05,0.446371032,OK
3.062526151790E-05,0.50161917,Retry:PMC_DIN_WAIT_FOR_STATUS
3.212312746890E-05,0.47547881,OK
3.422013979945E-05,0.458766851,OK
3.187348314376E-05,0.478819852,OK
3.187348314376E-05,0.478819852,Start Trigger Confirmation Error [005]; (0)
3.132426562835E-05,0.539218048,OK
3.072511924833E-05,0.489657183,OK
2.957675535271E-05,0.477000743,Retry:PMC_DIN_WAIT_FOR_STATUS
3.122440789862E-05,0.471701429,OK
3.007604400318E-05,0.446616827,OK
3.007604400318E-05,0.446616827,Start Trigger Confirmation Error [005]; (0)
3.431999752958E-05,0.44874315,OK
3.397049547452E-05,0.490558601,OK
3.097476357358E-05,0.467158011,OK
3.327149136427E-05,0.481652523,OK
