cell_name,OP_STD,wk_planned_hc,schedule_factor
HIOC-C34,,2,44
HIOC-C34,,2,45
HIOC-C34,,2,43
HIOC-C34,,2,43
HIOC-C34,,2,46
HIOC-C34,,2,51
HIOC-C34,,2,48
HIOC-C34,,2,55
HIOC-C34,,2,57
HIOC-C34,,2,44
HIOC-C34,,2,48
HIOC-C34,,2,51
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,110
FB-C37,,9,88
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,113
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,40
CONNECTC31,,5,47
CONNECTC31,,5,49
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C29,,5,213
FCUST-C29,,5,87
FCUST-C29,,5,249
FCUST-C29,,5,200
FCUST-C29,,5,149
FCUST-C29,,5,78
FCUST-C29,,5,190
FCUST-C29,,5,300
FCUST-C29,,5,111
FCUST-C29,,5,45
FCUST-C29,,5,41
FCUST-C29,,5,52
FCUST-C29,,5,124
FCUST-C29,,5,107
FCUST-C29,,5,106
FCUST-C29,,5,113
FCUST-C29,,5,109
FCUST-C28,,4,50
FCUST-C28,,4,50
FCUST-C28,,4,58
FCUST-C28,,4,57
FCUST-C28,,4,70
FCUST-C28,,4,70
FCUST-C28,,4,74
FCUST-C28,,4,122
FCUST-C28,,4,49
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,14,158
DENALI-C39,,14,179
DENALI-C39,,14,105
FG-C10,,12,95
FG-C10,,12,97
FG-C10,,12,97
FG-C10,,12,95
FG-C10,,12,97
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,2,22
HIOC-C34,,2,38
HIOC-C34,,2,44
HIOC-C34,,2,45
HIOC-C34,,2,43
HIOC-C34,,2,43
HIOC-C34,,2,46
HIOC-C34,,2,51
HIOC-C34,,2,48
HIOC-C34,,2,55
HIOC-C34,,2,57
HIOC-C34,,2,44
HIOC-C34,,2,48
HIOC-C34,,2,51
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,110
FB-C37,,9,88
F40-C25,,8,89
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,113
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,87
F40-C25,,8,82
F40-C25,,8,82
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,40
CONNECTC31,,5,47
CONNECTC31,,5,49
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
F40-C25,,8,89
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,113
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,87
F40-C25,,8,82
F40-C25,,8,82
F40-C26,,8,89
F40-C23,,8,89
,,,
,,,
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C29,,7,213
FCUST-C29,,7,87
FCUST-C29,,7,249
FCUST-C29,,7,200
FCUST-C29,,7,149
FCUST-C29,,7,78
FCUST-C29,,7,190
FCUST-C29,,7,300
FCUST-C29,,7,111
FCUST-C29,,7,52
FCUST-C29,,7,52
FCUST-C29,,7,60
FCUST-C29,,7,143
FCUST-C29,,7,111
FCUST-C29,,7,136
FCUST-C29,,7,130
FCUST-C29,,7,126
FCUST-C28,,4,50
FCUST-C28,,4,50
FCUST-C28,,4,58
FCUST-C28,,4,57
FCUST-C28,,4,70
FCUST-C28,,4,70
FCUST-C28,,4,74
FCUST-C28,,4,122
FCUST-C28,,4,49
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,14,158
DENALI-C39,,14,179
DENALI-C39,,14,105
FG-C10,,12,95
FG-C10,,12,97
FG-C10,,12,97
FG-C10,,12,95
FG-C10,,12,97
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,2,22
HIOC-C34,,2,38
HIOC-C34,,2,44
HIOC-C34,,2,45
HIOC-C34,,2,43
HIOC-C34,,2,43
HIOC-C34,,2,46
HIOC-C34,,2,51
HIOC-C34,,2,48
HIOC-C34,,2,55
HIOC-C34,,2,57
HIOC-C34,,2,44
HIOC-C34,,2,48
HIOC-C34,,2,51
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,110
FB-C37,,9,88
F40-C25,,8,89
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,113
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,87
F40-C25,,8,82
F40-C25,,8,82
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,36
CONNECTC31,,5,40
CONNECTC31,,5,47
CONNECTC31,,5,49
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
F40-C25,,8,89
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,113
F40-C25,,8,82
F40-C25,,8,82
F40-C25,,8,87
F40-C25,,8,82
F40-C25,,8,82
F40-C26,,8,89
F40-C23,,8,89
HIOC-C34,,3,107
HIOC-C34,,3,44
HIOC-C34,,3,126
HIOC-C34,,3,101
HIOC-C34,,3,75
HIOC-C34,,3,40
HIOC-C34,,3,96
HIOC-C34,,3,151
HIOC-C34,,3,56
HIOC-C34,,3,29
HIOC-C34,,3,69
HIOC-C34,,3,77
HIOC-C34,,3,79
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,76
HIOC-C34,,3,73
HIOC-C34,,3,84
HIOC-C34,,3,78
HIOC-C34,,3,61
HIOC-C34,,3,60
HIOC-C34,,3,64
NEXIA-C3,,9,83
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
HIOC-C34,,5,140
HIOC-C34,,5,79
HIOC-C34,,5,140
HIOC-C34,,5,180
HIOC-C34,,5,134
HIOC-C34,,5,71
HIOC-C34,,5,171
HIOC-C34,,5,270
HIOC-C34,,5,100
FCUST-C29,,7,54
FCUST-C29,,7,54
FCUST-C29,,7,62
FCUST-C29,,7,148
FCUST-C29,,7,123
FCUST-C29,,7,141
FCUST-C29,,7,135
FCUST-C29,,7,130
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
NEXIA-C3,,11,95
NEXIA-C3,,11,94
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,112
FB-C37,,9,88
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,113
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
F40-C26,,8,89
F40-C26,,8,89
F40-C23,,8,89
F40-C23,,8,89
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
F40-C23,,8,108
F40-C25,,9,108
F40-C32,,8,108
FB-C21,,13,129
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C29,,5,213
FCUST-C29,,5,87
FCUST-C29,,5,249
FCUST-C29,,5,200
FCUST-C29,,5,149
FCUST-C29,,5,78
FCUST-C29,,5,190
FCUST-C29,,5,300
FCUST-C29,,5,111
HIOC-C34,,5,192
HIOC-C34,,5,79
HIOC-C34,,5,224
HIOC-C34,,5,180
HIOC-C34,,5,134
HIOC-C34,,5,71
HIOC-C34,,5,171
HIOC-C34,,5,270
HIOC-C34,,5,100
FCUST-C29,,5,54
FCUST-C29,,5,54
FCUST-C29,,5,62
FCUST-C29,,5,148
FCUST-C29,,5,123
FCUST-C29,,5,141
FCUST-C29,,5,135
FCUST-C29,,5,130
FCUST-C28,,4,50
FCUST-C28,,4,50
FCUST-C28,,4,58
FCUST-C28,,4,57
FCUST-C28,,4,70
FCUST-C28,,4,70
FCUST-C28,,4,74
FCUST-C28,,4,122
FCUST-C28,,4,49
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,14,158
DENALI-C39,,14,179
DENALI-C39,,14,105
FG-C10,,12,95
FG-C10,,12,97
FG-C10,,12,97
FG-C10,,12,95
FG-C10,,12,97
NEXIA-C3,,11,95
NEXIA-C3,,11,94
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,112
FB-C37,,9,88
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,113
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
F40-C26,,8,89
F40-C26,,8,89
F40-C23,,8,89
F40-C23,,8,89
CONNECT-C31,,5,36
CONNECT-C31,,5,36
CONNECT-C31,,5,36
CONNECT-C31,,5,40
CONNECT-C31,,5,47
CONNECT-C31,,5,49
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
TOUCH-C12,,16,118
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,113
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
F40-C26,,8,89
F40-C23,,8,89
HIOC-C34,,3,107
HIOC-C34,,3,44
HIOC-C34,,3,126
HIOC-C34,,3,101
HIOC-C34,,3,75
HIOC-C34,,3,40
HIOC-C34,,3,96
HIOC-C34,,3,151
HIOC-C34,,3,56
HIOC-C34,,3,29
HIOC-C34,,3,69
HIOC-C34,,3,77
HIOC-C34,,3,79
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,76
HIOC-C34,,3,73
HIOC-C34,,3,84
HIOC-C34,,3,78
HIOC-C34,,3,61
HIOC-C34,,3,60
HIOC-C34,,3,64
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
HIOC-C34,,5,192
HIOC-C34,,5,79
HIOC-C34,,5,224
HIOC-C34,,5,180
HIOC-C34,,5,134
HIOC-C34,,5,71
HIOC-C34,,5,171
HIOC-C34,,5,270
HIOC-C34,,9,148
HIOC-C34,,9,137
HIOC-C34,,9,138
HIOC-C34,,9,147
HIOC-C34,,9,148
HIOC-C34,,9,158
HIOC-C34,,9,163
HIOC-C34,,9,133
HIOC-C34,,9,138
HIOC-C34,,9,152
HIOC-C34,,9,140
HIOC-C34,,9,128
HIOC-C34,,9,130
FCUST-C29,,7,214
FCUST-C29,,7,88
FCUST-C29,,7,250
FCUST-C29,,7,201
FCUST-C29,,7,150
FCUST-C29,,7,79
FCUST-C29,,7,191
FCUST-C29,,7,301
HIOC-C34,,5,100
FCUST-C29,,7,54
FCUST-C29,,7,54
FCUST-C29,,7,62
FCUST-C29,,7,148
FCUST-C29,,7,123
FCUST-C29,,7,141
FCUST-C29,,7,135
FCUST-C29,,7,130
FB-C21,,13,129
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
NEXIA-C3,,11,95
NEXIA-C3,,11,94
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,69
FB-C37,,9,64
FGRIP-C11,,12,112
FB-C37,,9,88
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,113
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
F40-C26,,8,89
F40-C26,,8,89
F40-C23,,8,89
F40-C23,,8,89
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
TOUCH-C12,,16,127
TOUCH-C12,,16,123
TOUCH-C12,,16,123
TOUCH-C12,,16,128
TOUCH-C12,,16,117
TOUCH-C12,,16,118
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
CONTROL-C2,,8,90
CONTROL-C2,,8,90
CONTROL-C2,,8,90
CONTROL-C2,,8,90
CONTROL-C2,,8,90
CONTROL-C2,,8,90
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
F40-C23,,8,89
F40-C23,,8,89
F40-C25,,9,89
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,100
F40-C25,,9,82
F40-C25,,9,82
F40-C25,,9,87
F40-C25,,9,82
F40-C25,,9,82
F40-C26,,8,89
F40-C26,,8,89
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C21,,13,129
FB-C37,,9,69
FB-C37,,9,64
FB-C37,,9,88
FCUST-C29,,7,54
FCUST-C29,,7,54
FCUST-C29,,7,62
FCUST-C29,,7,148
FCUST-C29,,7,123
FCUST-C29,,7,141
FCUST-C29,,7,135
FCUST-C29,,7,130
FG-C18,,4,69
FG-C18,,4,68
FG-C188,,4,61
FG-C188,,4,45
HIOC-C34,,3,69
HIOC-C34,,3,77
HIOC-C34,,3,79
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,69
HIOC-C34,,3,76
HIOC-C34,,3,73
HIOC-C34,,3,84
HIOC-C34,,3,78
HIOC-C34,,3,61
HIOC-C34,,3,70
HIOC-C34,,3,75
FGRIP-C11,,7,81
FGRIP-C11,,7,63
FGRIP-C11,,7,77
FGRIP-C11,,7,78
NEXIA-C3,,11,95
NEXIA-C3,,11,94
SENSE-C9,,5,68
SENSE-C9,,5,68
SENSE-C9,,5,50
SENSE-C9,,5,50
SENSE-C9,,5,50
FCUST-C28,,2,28
FCUST-C28,,2,31
FCUST-C28,,2,47
FCUST-C28,,2,84
FCUST-C28,,2,69
FCUST-C28,,2,58
FCUST-C28,,2,58
FCUST-C28,,2,53
FGRIP-C11,,7,55
FCUST-C28,,2,23
SENSE-C9,,10,111
SENSE-C9,,10,111
SENSE-C9,,10,111
SENSE-C9,,10,111
SENSE-C9,,10,111
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C28,,2,69
FCUST-C28,,2,28
FCUST-C28,,2,58
FCUST-C28,,2,47
FCUST-C28,,2,58
FCUST-C28,,2,31
FCUST-C28,,2,53
FCUST-C28,,2,84
FCUST-C28,,2,0
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
FG-C188,,4,56
FG-C188,,4,41
FG-C18,,4,61
FG-C18,,4,61
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,92
FG-C10,,12,95
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,9,90
HIOC-C34,,9,190
HIOC-C34,,9,178
HIOC-C34,,9,178
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,154
HIOC-C34,,9,154
HIOC-C34,,9,183
HIOC-C34,,9,183
HIOC-C34,,9,177
HIOC-C34,,9,177
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,75
FB-C37,,9,69
FB-C37,,9,95
TOUCH-C12,,11,89
TOUCH-C12,,11,83
TOUCH-C12,,11,85
TOUCH-C12,,11,90
TOUCH-C12,,11,85
TOUCH-C12,,11,85
CONNECTC31,,12,92
CONNECTC31,,12,92
CONNECTC31,,12,92
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C28,,2,69
FCUST-C28,,2,28
FCUST-C28,,2,58
FCUST-C28,,2,47
FCUST-C28,,2,58
FCUST-C28,,2,31
FCUST-C28,,2,53
FCUST-C28,,2,84
FCUST-C28,,2,0
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
FG-C188,,4,56
FG-C188,,4,41
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,92
FG-C10,,12,95
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,3,30
HIOC-C34,,3,69
HIOC-C34,,3,77
HIOC-C34,,3,79
HIOC-C34,,3,71
HIOC-C34,,3,71
HIOC-C34,,3,69
HIOC-C34,,3,76
HIOC-C34,,3,73
HIOC-C34,,3,84
HIOC-C34,,3,78
HIOC-C34,,3,61
HIOC-C34,,3,70
HIOC-C34,,3,75
FCUST-C29,,5,47
FCUST-C29,,5,47
FCUST-C29,,5,54
FCUST-C29,,5,124
FCUST-C29,,5,107
FCUST-C29,,5,106
FCUST-C29,,5,113
FCUST-C29,,5,109
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,75
FB-C37,,9,69
FB-C37,,9,95
TOUCH-C12,,11,89
TOUCH-C12,,11,83
TOUCH-C12,,11,85
TOUCH-C12,,11,90
TOUCH-C12,,11,85
TOUCH-C12,,11,85
CONNECTC31,,12,92
CONNECTC31,,12,92
CONNECTC31,,12,92
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
BSLCK-C17,,7,92
KPL-C6,,10,92
KPL-C6,,10,92
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C29,,5,213
FCUST-C29,,5,87
FCUST-C29,,5,249
FCUST-C29,,5,200
FCUST-C29,,5,149
FCUST-C29,,5,78
FCUST-C29,,5,190
FCUST-C29,,5,300
FCUST-C29,,5,111
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
FG-C188,,4,58
FG-C188,,4,42
FG-C18,,4,68
FG-C18,,4,90
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,3,30
HIOC-C34,,3,69
HIOC-C34,,3,77
HIOC-C34,,3,79
HIOC-C34,,3,71
HIOC-C34,,3,71
HIOC-C34,,3,69
HIOC-C34,,3,76
HIOC-C34,,3,73
HIOC-C34,,3,84
HIOC-C34,,3,78
HIOC-C34,,3,61
HIOC-C34,,3,70
HIOC-C34,,3,75
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
F51-C22,,9,124
F51-C22,,9,100
F51-C22,,9,111
F51-C22,,9,111
F51-C22,,9,111
FB-C37,,9,75
FB-C37,,9,69
FB-C37,,9,95
CONNECTC31,,12,92
CONNECTC31,,12,92
CONNECTC31,,12,92
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
SENSE-C9 ,,5,50
FG-C18,,5,70
FG-C188,,5,70
FG-C18,,5,70
FG-C188,,5,70
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
CONTROL-C2,,5,60
FCUST-C28,,2,69
FCUST-C28,,2,28
FCUST-C28,,2,58
FCUST-C28,,2,47
FCUST-C28,,2,58
FCUST-C28,,2,31
FCUST-C28,,2,53
FCUST-C28,,2,84
FCUST-C28,,2,0
SENSE-C9,,5,68
SENSE-C9,,5,68
DENALI-C39,,11,125
DENALI-C39,,11,131
DENALI-C39,,11,77
FG-C188,,4,56
FG-C188,,4,41
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,95
FG-C10,,12,92
FG-C10,,12,95
NEXIA-C3,,11,95
NEXIA-C3,,11,94
HIOC-C34,,9,90
HIOC-C34,,9,190
HIOC-C34,,9,178
HIOC-C34,,9,178
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,180
HIOC-C34,,9,154
HIOC-C34,,9,154
HIOC-C34,,9,183
HIOC-C34,,9,183
HIOC-C34,,9,177
HIOC-C34,,9,177
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,106
BSLCK-C13,,9,106
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
BSLCK-C13,,9,100
F51-C22,,9,121
F51-C22,,9,100
F51-C22,,9,104
F51-C22,,9,128
